title,author,publisher,isbn10,isbn13,language,pubdate,ol_work_key,image_url,source,description,key_isbn,key_ta,cover_i,title_norm,author_norm,year,_year_bucket,_text,item_id,themes
Conscience on Trial: Why I Was Detained,Koigi Wa Wamwere,,,,,,,https://covers.openlibrary.org/b/id/13283236-L.jpg,ol_author,,,conscience on trial: why i was detained | koigi wa wamwere,13283236.0,conscience on trial why i was detained,koigi wa wamwere,,,"Conscience on Trial: Why I Was Detained 
Koigi Wa Wamwere 
",242,"['Oppression', 'Civic responsibility', 'Morality and ethics']"
Negative Ethnicity,Koigi Wa Wamwere,,,,,,,,ol_author,,,negative ethnicity | koigi wa wamwere,,negative ethnicity,koigi wa wamwere,,,"Negative Ethnicity 
Koigi Wa Wamwere 
",243,"['Ethnic diversity', 'Oppression', 'Poverty']"
Justice on trial,Koigi wa Wamwere.,,,,,,,,ol_author,,,justice on trial | koigi wa wamwere,,justice on trial,koigi wa wamwere,,,"Justice on trial 
Koigi wa Wamwere. 
",244,"['Justice and injustice', 'Civic responsibility', 'Political violence']"
Etnisitetsbomben,Koigi wa Wamwere.,,,,,,,,ol_author,,,etnisitetsbomben | koigi wa wamwere,,etnisitetsbomben,koigi wa wamwere,,,"Etnisitetsbomben 
Koigi wa Wamwere. 
",245,"['Resource exploitation', 'Environmental conservation', 'Wealth and materialism']"
Kenya,Koigi wa Wamwere,,,,,,,,ol_author,,,kenya | koigi wa wamwere,,kenya,koigi wa wamwere,,,"Kenya 
Koigi wa Wamwere 
",246,"['Wealth and materialism', 'Environmental conservation', 'Civic responsibility']"
Dream of freedom,Koigi wa Wamwere.,,,,,,,,ol_author,,,dream of freedom | koigi wa wamwere,,dream of freedom,koigi wa wamwere,,,"Dream of freedom 
Koigi wa Wamwere. 
",247,"['Civic responsibility', 'Oppression', 'Post-independence struggles']"
Hjertets taÌŠrer,Koigi wa Wamwere.,,,,,,,,ol_author,,,hjertets taisrer | koigi wa wamwere,,hjertets taisrer,koigi wa wamwere,,,"Hjertets taÌŠrer 
Koigi wa Wamwere. 
",248,"['Environmental conservation', 'Civic responsibility', 'Loneliness and isolation']"
The Pretoria conspiracy,Lily Mabura,,,,,,,https://covers.openlibrary.org/b/id/2304861-L.jpg,ol_author,,,the pretoria conspiracy | lily mabura,2304861.0,the pretoria conspiracy,lily mabura,,,"The Pretoria conspiracy 
Lily Mabura 
",249,"['Generosity', 'Political violence', 'Dreams and ambitions']"
"Ali, the little suntan",Lily Mabura,,,,,,,,ol_author,,,ali the little suntan | lily mabura,,ali the little suntan,lily mabura,,,"Ali, the little suntan 
Lily Mabura 
",250,"['Morality and ethics', 'Wealth and materialism', 'Naming and symbolism']"
Saleh Kanta and the cavaliers,Lily Mabura,,,,,,,,ol_author,,,saleh kanta and the cavaliers | lily mabura,,saleh kanta and the cavaliers,lily mabura,,,"Saleh Kanta and the cavaliers 
Lily Mabura 
",251,"['Silence and voice', 'Hard work', 'Marriage and relationships']"
Remembrance,Lily Mabura,,,,,,,,ol_author,,,remembrance | lily mabura,,remembrance,lily mabura,,,"Remembrance 
Lily Mabura 
",252,"['Wealth and materialism', 'Naming and symbolism', 'Generosity']"
How Shall We Kill The Bishop And Other Stories,Lily Mabura,,,,,,,https://covers.openlibrary.org/b/id/7656327-L.jpg,ol_author,,,how shall we kill the bishop and other stories | lily mabura,7656327.0,how shall we kill the bishop and other stories,lily mabura,,,"How Shall We Kill The Bishop And Other Stories 
Lily Mabura 
",253,"['Morality and ethics', 'Naming and symbolism', 'Trauma and healing']"
Favour the Game Changer,Lucy Natasha,,,,,,,,ol_author,,,favour the game changer | lucy natasha,,favour the game changer,lucy natasha,,,"Favour the Game Changer 
Lucy Natasha 
",254,"['Fate and free will', 'Silence and voice', 'Generosity']"
Every Problem Has an Expiry Date!,Lucy Natasha,,,,,,,,ol_author,,,every problem has an expiry date! | lucy natasha,,every problem has an expiry date,lucy natasha,,,"Every Problem Has an Expiry Date! 
Lucy Natasha 
",255,"['Hard work', 'Identity crisis', 'Mental health']"
Before You Say I Do,Lucy Natasha,,,,,,,,ol_author,,,before you say i do | lucy natasha,,before you say i do,lucy natasha,,,"Before You Say I Do 
Lucy Natasha 
",256,"['Silence and voice', 'Fate and free will', 'Power of language']"
Gods Leading Lady,Rev. Lucy Natasha,,,,,,,https://covers.openlibrary.org/b/id/9178734-L.jpg,ol_author,,,gods leading lady | rev lucy natasha,9178734.0,gods leading lady,rev lucy natasha,,,"Gods Leading Lady 
Rev. Lucy Natasha 
",257,"['Wealth and materialism', 'Fate and free will', 'Naming and symbolism']"
Touching Heaven Through Prayer,Rev Lucy Natasha,,,,,,,,ol_author,,,touching heaven through prayer | rev lucy natasha,,touching heaven through prayer,rev lucy natasha,,,"Touching Heaven Through Prayer 
Rev Lucy Natasha 
",258,"['Religion and spirituality', 'Wealth and materialism', 'Fate and free will']"
A girl cannot go on laughing all the time,Magaga Alot,,,,,,,,ol_author,,,a girl cannot go on laughing all the time | magaga alot,,a girl cannot go on laughing all the time,magaga alot,,,"A girl cannot go on laughing all the time 
Magaga Alot 
",259,"['Parent-child relationships', 'Mental health', 'Youth and unemployment']"
People and communication in Kenya,Magaga Alot,,,,,,,,ol_author,,,people and communication in kenya | magaga alot,,people and communication in kenya,magaga alot,,,"People and communication in Kenya 
Magaga Alot 
",260,"['Bad governance', 'Ethnic diversity', 'Wealth and materialism']"
Heat of the moment,Magaga Alot,,,,,,,,ol_author,,,heat of the moment | magaga alot,,heat of the moment,magaga alot,,,"Heat of the moment 
Magaga Alot 
",261,"['Parent-child relationships', 'Power of language', 'Identity crisis']"
Daughter of state,Magaga Alot,,,,,,,,ol_author,,,daughter of state | magaga alot,,daughter of state,magaga alot,,,"Daughter of state 
Magaga Alot 
",262,"['Parent-child relationships', 'Bad governance', 'Conflict in families']"
East African integration,Magaga Alot,,,,,,,,ol_author,,,east african integration | magaga alot,,east african integration,magaga alot,,,"East African integration 
Magaga Alot 
",263,"['Ethnic diversity', 'Oppression', 'Poverty']"
Caine Prize for African Writing 2018,Olufunke Ogundimu,,,,,,,,ol_author,"This collection brings together the five 2018 shortlisted stories, along with stories written at the Caine Prize Writers' Workshop, taking place April 2018.",,caine prize for african writing 2018 | olufunke ogundimu,,caine prize for african writing 2018,olufunke ogundimu,,,"Caine Prize for African Writing 2018 
Olufunke Ogundimu 
",264,"['Greed', 'Generosity', 'Oppression']"
The Yearâ€™s Best African Speculative Fiction 2021,Oghenechovwe Donald Ekpeki,,,,,,,https://covers.openlibrary.org/b/id/14845594-L.jpg,ol_author,"The Year's Best African Speculative Fiction (2021), edited by the award-winning Oghenechovwe Donald Ekpeki, is not just a book; it's a gateway to the diverse and rich world of African speculative fiction. This anthology, a winner of the Best Anthology at the World Fantasy Awards, is a groundbreaking collection that brings together twenty-nine extraordinary stories by twenty-five talented writers from Africa and its diaspora. These stories represent some of the most exciting voices in the genre, both old and new, offering readers a journey through imaginative landscapes filled with wonder, insight, and a deep understanding of the human and beyond-human experience. 

The anthology is a celebration of African speculative fiction, marking a significant moment in the genre. It is the first of its kind, highlighting the breadth and depth of talent that exists within the African speculative fiction community. The collection includes tales from a range of authors, including Somto O. Ihezue, Pemi Aguda, Russell Nichols, Tamara Jerée, Tlotlo Tsamaase, and many others, each contributing their unique voice and vision. The stories navigate themes of identity, culture, and the complexities of the human spirit in ways that are both universal and deeply rooted in African experiences. 

Oghenechovwe Donald Ekpeki, the editor, is not only a skilled anthologist but also a celebrated author in his own right. His work has received multiple accolades, including the Nommoaward and recognition as aNebula and Hugo award finalist. In editing this anthology, Ekpeki has opened a door to a realm of stories that challenge, entertain, and provoke thought, offering a vital platform for voices that are often underrepresented in the global speculative fiction landscape. 

This anthology is more than just a collection of stories; it is a testament to the power of speculative fiction to transcend boundaries and explore new horizons. It is highly recommended for anyone looking to delve into a world where the speculative meets the vibrantly diverse tapestry of African storytelling. Whether you're a long-time fan of speculative fiction or new to the genre, The Year's Best African Speculative Fiction (2021) is bound to leave you wonderstruck and eager for more.",,the yearaEUR(tm)s best african speculative fiction 2021 | oghenechovwe donald ekpeki,14845594.0,the yeara tm s best african speculative fiction 2021,oghenechovwe donald ekpeki,,,"The Yearâ€™s Best African Speculative Fiction 2021 
Oghenechovwe Donald Ekpeki 
",265,"['Wealth and materialism', 'Folklore and oral traditions', 'Greed']"
The Yearâ€™s Best African Speculative Fiction 2023,Oghenechovwe Donald Ekpeki,,,,,,,https://covers.openlibrary.org/b/id/14845593-L.jpg,ol_author,"This is the third volume in this highly praised series (the first won the World Fantasy Award). Previous works have been praised for their eclectic mix of stories, offering a panorama of themes and styles. For instance, the 2021 edition included a story about a woman struggling with her identity and relationship in the face of a thought-recording device, a tale of a man fostering a rapidly evolving robot, and an adventurous narrative about a sentient robot dog engaging in space piracy. These stories not only explored advanced technologies and speculative scenarios but also delved deep into human emotions, relationships, and societal issues.

Themes of personal struggles, such as dealing with depression, anxiety, and feelings of alienation, were also prominent. These were manifested through unique and powerful metaphors, like a woman whose detachable body parts symbolized her sense of disintegration and invisibility, or a story that portrayed the torment of self-contempt through the constant barrage of negative thoughts from imaginary entities.

The anthology also ventured into mythic dimensions, echoing the voices and histories of entire cultures through concise yet profound storytelling. For example, flash fiction pieces in the collection reached the heights of epic poetry, encapsulating the journey of human life and cultural evolution.

With such a backdrop, the 2023 volume continues this tradition of blending speculative elements with profound human experiences and cultural narratives. It's likely to feature stories that push the boundaries of imagination while staying grounded in the complexities of the human condition. Readers can anticipate a collection that entertains, provokes thought, and offers new perspectives on the future and the present. The anthology is not just a showcase of speculative fiction; it's a celebration of African storytelling, creativity, and the endless possibilities within the realm of speculative fiction.",,the yearaEUR(tm)s best african speculative fiction 2023 | oghenechovwe donald ekpeki,14845593.0,the yeara tm s best african speculative fiction 2023,oghenechovwe donald ekpeki,,,"The Yearâ€™s Best African Speculative Fiction 2023 
Oghenechovwe Donald Ekpeki 
",266,"['Wealth and materialism', 'Greed', 'Folklore and oral traditions']"
The present moment,Marjorie Oludhe Macgoye,,,,,,,https://covers.openlibrary.org/b/id/4528703-L.jpg,ol_author,"""This contemporary African classic tells the story of seven unforgettable Kenyan women as it traces more than sixty years of turbulent national history. Like their country, this group of old women is divided by ethnicity, language, class, and religion.

But around the charcoal fire at the Refuge, the old-age home they share in Nairobi, they uncover the hidden personal histories that connect them as women: stories of their struggles for self-determination; of conflict, violence, and loss, but also of survival. As a visitor to the Refuge says, ""To be eighty years old in Africa is to be tough, particularly for a woman."" And these seven women, with no families to care for them, must be tougher still.""--BOOK JACKET.",,the present moment | marjorie oludhe macgoye,4528703.0,the present moment,marjorie oludhe macgoye,,,"The present moment 
Marjorie Oludhe Macgoye 
",267,"['Conflict in families', 'Identity crisis', 'Generosity']"
Homing in,Marjorie Oludhe Macgoye,,,,,,,https://covers.openlibrary.org/b/id/2304801-L.jpg,ol_author,,,homing in | marjorie oludhe macgoye,2304801.0,homing in,marjorie oludhe macgoye,,,"Homing in 
Marjorie Oludhe Macgoye 
",268,"['Generosity', 'Conflict in families', 'Education and opportunity']"
Chira,Marjorie Oludhe Macgoye,,,,,,,https://covers.openlibrary.org/b/id/3725905-L.jpg,ol_author,,,chira | marjorie oludhe macgoye,3725905.0,chira,marjorie oludhe macgoye,,,"Chira 
Marjorie Oludhe Macgoye 
",269,"['Conflict in families', 'Silence and voice', 'Poverty']"
The composition of poetry,Marjorie Oludhe Macgoye,,,,,,,,ol_author,,,the composition of poetry | marjorie oludhe macgoye,,the composition of poetry,marjorie oludhe macgoye,,,"The composition of poetry 
Marjorie Oludhe Macgoye 
",270,"['Conflict in families', 'Indigenous knowledge', 'Storytelling as resistance']"
Creative writing in prose,Marjorie Oludhe Macgoye,,,,,,,,ol_author,,,creative writing in prose | marjorie oludhe macgoye,,creative writing in prose,marjorie oludhe macgoye,,,"Creative writing in prose 
Marjorie Oludhe Macgoye 
",271,"['Storytelling as resistance', 'Indigenous knowledge', 'Dreams and ambitions']"
Growing up at Lina School,Marjorie Oludhe Macgoye,,,,,,,,ol_author,,,growing up at lina school | marjorie oludhe macgoye,,growing up at lina school,marjorie oludhe macgoye,,,"Growing up at Lina School 
Marjorie Oludhe Macgoye 
",272,"['Education and opportunity', 'Parent-child relationships', 'Conflict in families']"
Victoria and Murder in Majengo,Marjorie Oludhe Macgoye,,,,,,,,ol_author,,,victoria and murder in majengo | marjorie oludhe macgoye,,victoria and murder in majengo,marjorie oludhe macgoye,,,"Victoria and Murder in Majengo 
Marjorie Oludhe Macgoye 
",273,"['Oppression', 'Identity crisis', 'Conflict in families']"
Rebmann,Marjorie Oludhe Macgoye,,,,,,,,ol_author,,,rebmann | marjorie oludhe macgoye,,rebmann,marjorie oludhe macgoye,,,"Rebmann 
Marjorie Oludhe Macgoye 
",274,"['Conflict in families', 'Identity crisis', 'Generosity']"
The story of Kenya,Marjorie Oludhe MacGoye,,,,,,,https://covers.openlibrary.org/b/id/14401720-L.jpg,ol_author,,,the story of kenya | marjorie oludhe macgoye,14401720.0,the story of kenya,marjorie oludhe macgoye,,,"The story of Kenya 
Marjorie Oludhe MacGoye 
",275,"['Poverty', 'Bad governance', 'Generosity']"
Murder in Majengo,Marjorie Oludhe Macgoye,,,,,,,,ol_author,,,murder in majengo | marjorie oludhe macgoye,,murder in majengo,marjorie oludhe macgoye,,,"Murder in Majengo 
Marjorie Oludhe Macgoye 
",276,"['Conflict in families', 'Poverty', 'Identity crisis']"
Song of Nyarloka and other poems,Marjorie Oludhe Macgoye,,,,,,,,ol_author,,,song of nyarloka and other poems | marjorie oludhe macgoye,,song of nyarloka and other poems,marjorie oludhe macgoye,,,"Song of Nyarloka and other poems 
Marjorie Oludhe Macgoye 
",277,"['Indigenous knowledge', 'Marriage and relationships', 'Dreams and ambitions']"
"The Black Hand Gang (Junior Readers Series, 40)",Marjorie Oludhe Macgoye,,,,,,,https://covers.openlibrary.org/b/id/3363257-L.jpg,ol_author,,,the black hand gang (junior readers series 40) | marjorie oludhe macgoye,3363257.0,the black hand gang junior readers series 40,marjorie oludhe macgoye,,,"The Black Hand Gang (Junior Readers Series, 40) 
Marjorie Oludhe Macgoye 
",278,"['Storytelling as resistance', 'Bad governance', 'Poverty']"
A farm called Kishinev,Marjorie Oludhe Macgoye,,,,,,,,ol_author,,,a farm called kishinev | marjorie oludhe macgoye,,a farm called kishinev,marjorie oludhe macgoye,,,"A farm called Kishinev 
Marjorie Oludhe Macgoye 
",279,"['Agriculture and food security', 'Conflict in families', 'Poverty']"
Make it sing & other poems,Marjorie Oludhe Macgoye,,,,,,,,ol_author,,,make it sing & other poems | marjorie oludhe macgoye,,make it sing other poems,marjorie oludhe macgoye,,,"Make it sing & other poems 
Marjorie Oludhe Macgoye 
",280,"['Silence and voice', 'Dreams and ambitions', 'Conflict in families']"
The silent twins,Marjorie Wallace,,,,,,,https://covers.openlibrary.org/b/id/6981224-L.jpg,ol_author,"When identical twins, June and Jennifer Gibbons were three they began to reject communication with anyone but each other, and so began a childhood bound together in a strange and secret world. As they grew up, love, hate and genius united to push them to the extreme margins of society and, following a five week spree of vandalism and arson, the silent twins were sentenced to a gruelling twelve-year detention in Broadmoor.

Award-winning investigative journalist Marjorie Wallace delves into the twins' silent world, revealing their genius, alienation and the mystic bond by which the extremes of good and evil ended in possession and death.",,the silent twins | marjorie wallace,6981224.0,the silent twins,marjorie wallace,,,"The silent twins 
Marjorie Wallace 
",281,"['Silence and voice', 'Parent-child relationships', 'Education and opportunity']"
Campaign and be damned,Marjorie Wallace,,,,,,,,ol_author,,,campaign and be damned | marjorie wallace,,campaign and be damned,marjorie wallace,,,"Campaign and be damned 
Marjorie Wallace 
",282,"['Silence and voice', 'Greed', 'Fate and free will']"
On giant's shoulders,Marjorie Wallace,,,,,,,,ol_author,,,on giant s shoulders | marjorie wallace,,on giant s shoulders,marjorie wallace,,,"On giant's shoulders 
Marjorie Wallace 
",283,"['Parent-child relationships', 'Hard work', 'Education and opportunity']"
Schizophrenia 1992,Marjorie Wallace,,,,,,,,ol_author,,,schizophrenia 1992 | marjorie wallace,,schizophrenia 1992,marjorie wallace,,,"Schizophrenia 1992 
Marjorie Wallace 
",284,"['Mental health', 'Parent-child relationships', 'Silence and voice']"
Whose mind is it anyway?,Marjorie Wallace,,,,,,,,ol_author,,,whose mind is it anyway? | marjorie wallace,,whose mind is it anyway,marjorie wallace,,,"Whose mind is it anyway? 
Marjorie Wallace 
",285,"['Mental health', 'Selfishness', 'Education and opportunity']"
Work,Donald Ray Pollock,,,,,,,https://covers.openlibrary.org/b/id/7795237-L.jpg,ol_author,,,work | donald ray pollock,7795237.0,work,donald ray pollock,,,"Work 
Donald Ray Pollock 
",286,"['Hard work', 'Storytelling as resistance', 'Resource exploitation']"
The NGO Factor in Africa,Maurice Amutabi,,,,,,,https://covers.openlibrary.org/b/id/1224084-L.jpg,ol_author,,,the ngo factor in africa | maurice amutabi,1224084.0,the ngo factor in africa,maurice amutabi,,,"The NGO Factor in Africa 
Maurice Amutabi 
",287,"['Poverty', 'Bad governance', 'Greed']"
Regime Change and Succession Politics in Africa,Maurice N. Amutabi,,,,,,,,ol_author,,,regime change and succession politics in africa | maurice n amutabi,,regime change and succession politics in africa,maurice n amutabi,,,"Regime Change and Succession Politics in Africa 
Maurice N. Amutabi 
",288,"['Bad governance', 'Poverty', 'Greed']"
Palgrave Handbook of Contemporary Kenya,Wanjala S. Nasong'o,,,,,,,,ol_author,,,palgrave handbook of contemporary kenya | wanjala s nasong o,,palgrave handbook of contemporary kenya,wanjala s nasong o,,,"Palgrave Handbook of Contemporary Kenya 
Wanjala S. Nasong'o 
",289,"['Bad governance', 'Wealth and materialism', 'Environmental conservation']"
Palgrave Handbook of Kenyan History,Wanjala S. Nasong'o,,,,,,,,ol_author,,,palgrave handbook of kenyan history | wanjala s nasong o,,palgrave handbook of kenyan history,wanjala s nasong o,,,"Palgrave Handbook of Kenyan History 
Wanjala S. Nasong'o 
",290,"['Wealth and materialism', 'Bad governance', 'Marriage and relationships']"
Foundations of adult education in Africa,Fredrick Nafukho,,,,,,,https://covers.openlibrary.org/b/id/5224747-L.jpg,ol_author,"This publication provides a historical perspective on the current educational context. It discusses the impact of the colonial past and the changing practices of the present, highlighting as it does the key concepts, information and principles in the African context.  The book touches on such issues as the history of adult education in Africa, philosophy and adult education, socio-cultural, political and economic environments, opportunities and access for adult learners, gender and development in adult education, and adult education as a developing profession.  It further considers the impact of information and communication technology and globalization on the policies and structures of lifelong learning.--Publisher's description.",,foundations of adult education in africa | fredrick nafukho,5224747.0,foundations of adult education in africa,fredrick nafukho,,,"Foundations of adult education in Africa 
Fredrick Nafukho 
",291,"['Wealth and materialism', 'Oppression', 'Bad governance']"
Africa after Fifty Years,Toyin Falola,,,,,,,,ol_author,"""By the end of the 1960s most African countries gained political independence. The new corps of leadership envisioned not only a politically stable continent; they also imagined a more cohesive Africa, with bubbly economies driven by the continent's enormous natural and human resources. Approximately fifty years after independence this hope of a politically stable, integrated, and economically thriving Africa has remained elusive for most African countries. African economies remained undiversified with limited capacities for industrialization and economic development. African economies remained tied to western European counties and the United States of America.""--Publisher's website.",,africa after fifty years | toyin falola,,africa after fifty years,toyin falola,,,"Africa after Fifty Years 
Toyin Falola 
",292,"['Ethnic diversity', 'Wealth and materialism', 'Poverty']"
Palgrave Handbook of Kenya and Its History,Shadrack Wanjala Nasong'o,,,,,,,,ol_author,,,palgrave handbook of kenya and its history | shadrack wanjala nasong o,,palgrave handbook of kenya and its history,shadrack wanjala nasong o,,,"Palgrave Handbook of Kenya and Its History 
Shadrack Wanjala Nasong'o 
",293,"['Bad governance', 'Wealth and materialism', 'Environmental conservation']"
Palgrave Handbook of Contemporary Kenya,Shadrack Wanjala Nasong'o,,,,,,,,ol_author,,,palgrave handbook of contemporary kenya | shadrack wanjala nasong o,,palgrave handbook of contemporary kenya,shadrack wanjala nasong o,,,"Palgrave Handbook of Contemporary Kenya 
Shadrack Wanjala Nasong'o 
",294,"['Bad governance', 'Wealth and materialism', 'Environmental conservation']"
The bushtrackers,Meja Mwangi,,,,,,,https://covers.openlibrary.org/b/id/8473801-L.jpg,ol_author,,,the bushtrackers | meja mwangi,8473801.0,the bushtrackers,meja mwangi,,,"The bushtrackers 
Meja Mwangi 
",295,"['Bad governance', 'Identity crisis', 'Community solidarity']"
"The Last Plague (Vitabu Vya Nyota Series, 2)",Meja Mwangi,,,,,,,,ol_author,,,the last plague (vitabu vya nyota series 2) | meja mwangi,,the last plague vitabu vya nyota series 2,meja mwangi,,,"The Last Plague (Vitabu Vya Nyota Series, 2) 
Meja Mwangi 
",296,"['Urban vs rural life', 'Trauma and healing', 'Migration and diaspora']"
Cockroach Dance,Meja Mwangi,,,,,,,https://covers.openlibrary.org/b/id/4683907-L.jpg,ol_author,,,cockroach dance | meja mwangi,4683907.0,cockroach dance,meja mwangi,,,"Cockroach Dance 
Meja Mwangi 
",297,"['Power of language', 'Conflict in families', 'Marriage and relationships']"
Baba Pesa,Meja Mwangi,,,,,,,,ol_author,,,baba pesa | meja mwangi,,baba pesa,meja mwangi,,,"Baba Pesa 
Meja Mwangi 
",298,"['Bad governance', 'Power of language', 'Identity crisis']"
The last plague,Meja Mwangi,,,,,,,https://covers.openlibrary.org/b/id/2304752-L.jpg,ol_author,,,the last plague | meja mwangi,2304752.0,the last plague,meja mwangi,,,"The last plague 
Meja Mwangi 
",299,"['Trauma and healing', 'Good vs evil', 'Urban vs rural life']"
The return of Shaka,Meja Mwangi,,,,,,,,ol_author,,,the return of shaka | meja mwangi,,the return of shaka,meja mwangi,,,"The return of Shaka 
Meja Mwangi 
",300,"['Bad governance', 'Fate and free will', 'Migration and diaspora']"
Boy Gift,Meja Mwangi,,,,,,,https://covers.openlibrary.org/b/id/2998868-L.jpg,ol_author,,,boy gift | meja mwangi,2998868.0,boy gift,meja mwangi,,,"Boy Gift 
Meja Mwangi 
",301,"['Parent-child relationships', 'Marriage and relationships', 'Urban vs rural life']"
Striving for the wind,Meja Mwangi,,,,,,,,ol_author,,,striving for the wind | meja mwangi,,striving for the wind,meja mwangi,,,"Striving for the wind 
Meja Mwangi 
",302,"['Climate and nature', 'Environmental conservation', 'Urban vs rural life']"
Mama Dudu,Meja Mwangi,,,,,,,,ol_author,,,mama dudu | meja mwangi,,mama dudu,meja mwangi,,,"Mama Dudu 
Meja Mwangi 
",303,"['Community solidarity', 'Post-independence struggles', 'Power of language']"
Crossroads,Meja Mwangi,,,,,,,,ol_author,,,crossroads | meja mwangi,,crossroads,meja mwangi,,,"Crossroads 
Meja Mwangi 
",304,"['Community solidarity', 'Identity crisis', 'Hope and despair']"
The boy in between,Miriam Khamadi Were,,,,,,,,ol_author,,,the boy in between | miriam khamadi were,,the boy in between,miriam khamadi were,,,"The boy in between 
Miriam Khamadi Were 
",305,"['Parent-child relationships', 'Conflict in families', 'Gender roles and feminism']"
The high school gent,Miriam Khamadi Were,,,,,,,,ol_author,,,the high school gent | miriam khamadi were,,the high school gent,miriam khamadi were,,,"The high school gent 
Miriam Khamadi Were 
",306,"['Gender roles and feminism', 'Wealth and materialism', 'Parent-child relationships']"
The eighth wife,Miriam Khamadi Were,,,,,,,,ol_author,,,the eighth wife | miriam khamadi were,,the eighth wife,miriam khamadi were,,,"The eighth wife 
Miriam Khamadi Were 
",307,"['Conflict in families', 'Marriage and relationships', 'Gender roles and feminism']"
Your heart is my altar,Miriam Khamadi Were,,,,,,,,ol_author,,,your heart is my altar | miriam khamadi were,,your heart is my altar,miriam khamadi were,,,"Your heart is my altar 
Miriam Khamadi Were 
",308,"['Religion and spirituality', 'Naming and symbolism', 'Morality and ethics']"
Your heart is my heart,Miriam Khamadi Were,,,,,,,,ol_author,,,your heart is my heart | miriam khamadi were,,your heart is my heart,miriam khamadi were,,,"Your heart is my heart 
Miriam Khamadi Were 
",309,"['Morality and ethics', 'Religion and spirituality', 'Naming and symbolism']"
A nurse with a song,Miriam Khamadi Were,,,,,,,,ol_author,,,a nurse with a song | miriam khamadi were,,a nurse with a song,miriam khamadi were,,,"A nurse with a song 
Miriam Khamadi Were 
",310,"['Trauma and healing', 'Wealth and materialism', 'Gender roles and feminism']"
Organization and management of community-based health care,Miriam Khamadi Were,,,,,,,,ol_author,,,organization and management of community based health care | miriam khamadi were,,organization and management of community based health care,miriam khamadi were,,,"Organization and management of community-based health care 
Miriam Khamadi Were 
",311,"['Community solidarity', 'Gender roles and feminism', 'Family unity']"
Research notes,Miriam Khamadi Were,,,,,,,,ol_author,,,research notes | miriam khamadi were,,research notes,miriam khamadi were,,,"Research notes 
Miriam Khamadi Were 
",312,"['Wealth and materialism', 'Morality and ethics', 'Resource exploitation']"
The wrong kind of girl,Monica Genya,,,,,,,https://covers.openlibrary.org/b/id/4253598-L.jpg,ol_author,,,the wrong kind of girl | monica genya,4253598.0,the wrong kind of girl,monica genya,,,"The wrong kind of girl 
Monica Genya 
",313,"['Bad governance', 'Silence and voice', 'Morality and ethics']"
The other side of love,Monica Genya,,,,,,,https://covers.openlibrary.org/b/id/4265642-L.jpg,ol_author,,,the other side of love | monica genya,4265642.0,the other side of love,monica genya,,,"The other side of love 
Monica Genya 
",314,"['Silence and voice', 'Morality and ethics', 'Love and heartbreak']"
Shifting sands,Moraa Gitaa,,,,,,,,ol_author,,,shifting sands | moraa gitaa,,shifting sands,moraa gitaa,,,"Shifting sands 
Moraa Gitaa 
",315,"['Migration and diaspora', 'Wealth and materialism', 'Marriage and relationships']"
The shark attack,Moraa Gitaa,,,,,,,,ol_author,,,the shark attack | moraa gitaa,,the shark attack,moraa gitaa,,,"The shark attack 
Moraa Gitaa 
",316,"['Political violence', 'Hard work', 'Marriage and relationships']"
Take Nothing with You,Skeeter Wilson,,,,,,,,ol_author,,,take nothing with you | skeeter wilson,,take nothing with you,skeeter wilson,,,"Take Nothing with You 
Skeeter Wilson 
",317,"['Silence and voice', 'Fate and free will', 'Religion and spirituality']"
Fighting Without Ceasing,Muthoni Likimani,,,,,,,,ol_author,,,fighting without ceasing | muthoni likimani,,fighting without ceasing,muthoni likimani,,,"Fighting Without Ceasing 
Muthoni Likimani 
",318,"['Poverty', 'Justice and injustice', 'Political violence']"
They Shall Be Chastised,Muthoni Likimani,,,,,,,,ol_author,,,they shall be chastised | muthoni likimani,,they shall be chastised,muthoni likimani,,,"They Shall Be Chastised 
Muthoni Likimani 
",319,"['Justice and injustice', 'Poverty', 'Hope and despair']"
What does a man want?,Muthoni Likimani,,,,,,,,ol_author,,,what does a man want? | muthoni likimani,,what does a man want,muthoni likimani,,,"What does a man want? 
Muthoni Likimani 
",320,"['Poverty', 'Gender roles and feminism', 'Dreams and ambitions']"
Passbook number F.47927,Muthoni Likimani,,,,,,,https://covers.openlibrary.org/b/id/5370602-L.jpg,ol_author,,,passbook number f 47927 | muthoni likimani,5370602.0,passbook number f 47927,muthoni likimani,,,"Passbook number F.47927 
Muthoni Likimani 
",321,"['Bad governance', 'Justice and injustice', 'Silence and voice']"
Crafty Chameleon,Mwenye Hadithi.,,,,,,,https://covers.openlibrary.org/b/id/5001467-L.jpg,ol_author,A chameleon bedeviled by a leopard and a crocodile uses his wits to get them to leave him alone.,,crafty chameleon | mwenye hadithi,5001467.0,crafty chameleon,mwenye hadithi,,,"Crafty Chameleon 
Mwenye Hadithi. 
",322,"['Language and identity', 'Urban vs rural life', 'Agriculture and food security']"
