title,author,publisher,isbn10,isbn13,language,pubdate,ol_work_key,image_url,source,description,key_isbn,key_ta,cover_i
Njamba Nene and the flying bus,Ngũgĩ wa Thiongʼo,,,,,1982.0,,https://covers.openlibrary.org/b/id/9281290-L.jpg,ol_author,,,njamba nene and the flying bus | ngugi wa thiong o,9281290.0
African Short Stories,Chinua Achebe,,,,,1985.0,,https://covers.openlibrary.org/b/id/14597051-L.jpg,ol_author,A collection of stories by African writers which deal with life and customs in African society.,,african short stories | chinua achebe,14597051.0
Caitaani mũtharaba-inĩ,Ngũgĩ wa Thiongʼo,,,,,1980.0,,https://covers.openlibrary.org/b/id/14338902-L.jpg,ol_author,"""The great Kenyan writer and Nobel Prize nominee Ngũgĩ wa Thiongʼo's powerful fictional critique of capitalism. One of the cornerstones of Ngũgĩ wa Thiongʼo's fame, Devil on the Cross was written in secret, on toilet paper, while Ngũgĩ wa Thiongʼo was in prison. It tells the tragic story of Wariinga, a young woman who moves from a rural Kenyan town to the capital, Nairobi, only to be exploited by her boss and later by a corrupt businessman. As she struggles to survive, Wariinga begins to realize that her problems are only symptoms of a larger societal malaise and that much of the misfortune stems from the Western, capitalist influences on her country. An impassioned cry for a Kenya free of dictatorship and for African writers to work in their own local dialects, Devil on the Cross has had a profound influence on Africa and on post-colonial African literature""--",,caitaani mutharaba ini | ngugi wa thiong o,14338902.0
Matigari,Ngũgĩ wa Thiongʼo,,,,,1986.0,,https://covers.openlibrary.org/b/id/1612181-L.jpg,ol_author,"""Who is Matigari? Is he young or old; a man or fate; dead or living...or even a resurrection of Jesus Christ? These are the questions asked by the people of this unnamed country, when a man who has survived the war for independence emerges from the mountains and starts making strange claims and demands. Matigari is in search of his family to rebuild his home and start a new and peaceful future.

But his search becomes a quest for truth and justice as he finds the people still dispossessed and the land he loves ruled by corruption, fear, and misery. Rumors spring up that a man with superhuman qualities has risen to renew the freedom struggle. The novel races toward its climax as Matigari realizes that words alone cannot defeat the enemy. He vows to use the force of arms to achieve his true liberation.

Matigari is a satire on the betrayal of human ideals and on the bitter experience of post-independence African society.""--BOOK JACKET.",,matigari | ngugi wa thiong o,1612181.0
In the house of the interpreter,Ngũgĩ wa Thiongʼo,,,,,2012.0,,https://covers.openlibrary.org/b/id/8828470-L.jpg,ol_author,"""From the world-renowned Kenyan novelist, poet, playwright, and literary critic, the second volume of his memoirs, spanning 1955-1959, the author's high school years during the tumultuous Mau Mau Uprising. In the House of the Interpreter evokes a haunting childhood at the end of British colonial rule in Africa, and the formative experiences of a political dissident""--",,in the house of the interpreter | ngugi wa thiong o,8828470.0
Dreams in a Time of War,Ngũgĩ wa Thiongʼo,,,,,2010.0,,https://covers.openlibrary.org/b/id/14349233-L.jpg,ol_author,"By the world-renowned novelist, playwright, critic, and author of Wizard of the Crow, an evocative and affecting memoir of childhood.Ngugi wa Thiong'o was born in 1938 in rural Kenya to a father whose four wives bore him more than a score of children. The man who would become one of Africa's leading writers was the fifth child of the third wife. Even as World War II affected the lives of Africans under British colonial rule in particularly unexpected ways, Ngugi spent his childhood as very much the apple of his mother's eye before attending school to slake what was then considered a bizarre thirst for learning.In Dreams in a Time of War, Ngugi deftly etches a bygone era, capturing the landscape, the people, and their culture; the social and political vicissitudes of life under colonialism and war; and the troubled relationship between an emerging Christianized middle class and the rural poor. And he shows how the Mau Mau armed struggle for Kenya's independence against the British informed not only his own life but also the lives of those closest to him.Dreams in a Time of War speaks to the human right to dream even in the worst of times. It abounds in delicate and powerful subtleties and complexities that are movingly told.From the Hardcover edition.",,dreams in a time of war | ngugi wa thiong o,14349233.0
Perfect Nine,Ngũgĩ wa Thiongʼo,,,,,2018.0,,https://covers.openlibrary.org/b/id/14350867-L.jpg,ol_author,"A dazzling, genre-defying novel in verse from the author Delia Owens says ""tackles the absurdities, injustices, and corruption of a continent"" Ngigu wa Thiong'o's novels and memoirs have received glowing praise from the likes of President Barack Obama, the New Yorker, the New York Times Book Review, The Guardian, and NPR; he has been a finalist for the Man International Booker Prize and is annually tipped to win the Nobel Prize for Literature; and his books have sold tens of thousands of copies around the world. In his first attempt at the epic form, Ngigu tells the story of the founding of the Gukiyi people of Kenya, from a strongly feminist perspective. A verse narrative, blending folklore, mythology, adventure, and allegory, The Perfect Nine chronicles the efforts the Gukiyi founders make to find partners for their ten beautiful daughters'called ""The Perfect Nine"" 'and the challenges they set for the 99 suitors who seek their hands in marriage. The epic has all the elements of adventure, with suspense, danger, humor, and sacrifice. Ngigu's epic is a quest for the beautiful as an ideal of living, as the motive force behind migrations of African peoples. He notes, ""The epic came to me one night as a revelation of ideals of quest, courage, perseverance, unity, family; and the sense of the divine, in human struggles with nature and nurture.""",,perfect nine | ngugi wa thiong o,14350867.0
Birth of a dream weaver,Ngũgĩ wa Thiongʼo,,,,,2016.0,,https://covers.openlibrary.org/b/id/12514714-L.jpg,ol_author,"""Birth of a Dream Weaver charts the very beginnings of a writers creative output. In this wonderful memoir, internationally renowned Kenyan writer and author of the now-classic Wizard and the Crow, Ngugi wa Thiong'o recounts the four years he spent in Makerere University in Kampala, Uganda--threshold years where he found his voice as a playwright, journalist, and novelist, just as Uganda, Kenya, Congo, and other countries were in the final throes of their independence struggles,""--NoveList.",,birth of a dream weaver | ngugi wa thiong o,12514714.0
Njamba Nene's pistol,Ngũgĩ wa Thiongʼo,,,,,1984.0,,,ol_author,,,njamba nene s pistol | ngugi wa thiong o,
To Africa with a dream,Olga Marlin,,,,,2002.0,,http://books.google.com/books/content?id=K4zfoAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,ol_author,"In the late 1950s, Opus Dei sought to begin apostolic work in Africa. A group of young women from various countries moved to Kenya with the aim of starting a school, one open to women of all races and beliefs, the first of its kind. Olga Marlin, who was one of those young women, tells the story of how the womens' faith in their mission was sustained despite obstacles and ultimately bore fruit.",,to africa with a dream | olga marlin,
Con un sueño en África,Olga Marlin ,,,,,2006.0,,https://covers.openlibrary.org/b/id/13733065-L.jpg,ol_author,"A finales de los años cincuenta, el Opus Dei impulsó el comienzo de su labor apostólica en África. Olga Marlin y otras jóvenes de varias naciones fueron a Kenia con la idea de iniciar el primer proyecto educativo del país para chicas de todos los credos y razas. No podían imaginar que su escuela profesional llegaría a ser un College de notable prestigio. En poco tiempo lograron poner las bases para que las alumnas tuvieran deseos de superación, responsabilidad, y unos conocimientos que las preparaban para ejercer su papel en la sociedad, el trabajo y la familia. Con estilo cálido y cercano, la autora cuenta cómo la fe en su misión se mantuvo a pesar de los obstáculos, y dio fruto: ""Cuando llegué a África, vine con un sueño que se ha convertido en realidad: personas de toda clase y condición consideran su trabajo como medio de acercarse a Dios y de servir a los demás"".",,con un sueno en africa | olga marlin,13733065.0
Wealth not income,Olubayi Olubayi,,,,,2005.0,,,ol_author,,,wealth not income | olubayi olubayi,
Education for a Better World,Olubayi Olubayi,,,,,2011.0,,,ol_author,"""Education for a better world cares deeply about what kinds of people we become. People who are educated for a better world are simultaneously knowledgeable, acutely concerned for the welfare of all of humanity and actively involved in our common work of making sure that our national and global systems respect and care for all human beings, and for all other living things with which we share our ecosystem. They are cognizant of our shared humanity and of the free benefits that are provided us by healthy ecosystems."" -Education for a Better WorldEducation for a Better World is both a commentary and critical analysis of education through its historical context and present-day relevance in the information age. The complex interplay between knowledge and tradition is examined to reveal the myriad ways in which education sculpts and defines society. What follows is a discussion on the importance of education as a principal means for effecting profound social and ecological change, with examples and analyses of service learning and sustainable development initiatives. Education for a Better World presents several suggestions for the consideration of both students and educators alike toward the aim of improving education and, consequently, our world as a whole.",,education for a better world | olubayi olubayi,
Kaburi bila msalaba,P. M. Kareithi,,,,,1969.0,,http://books.google.com/books/content?id=13vgDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,ol_author,"This handbook provides a critical overview of literature dealing with groups of people or regions that suffer marginalization within Africa. The contributors examine a multiplicity of minority discourses expressed in African literature, including those who are culturally, socially, politically, religiously, economically, and sexually marginalized in literary and artistic creations. Chapters and sections of the book are structured to identify major areas of minority articulation of their condition and strategies deployed against the repression, persecution, oppression, suppression, domination, and tyranny of the majority or dominant group. Bringing together diverse perspectives to give a holistic representation of the African reality, this handbook is an important read for scholars and students of comparative and postcolonial literature and African studies.",,kaburi bila msalaba | p m kareithi,
The broken pot,P. M. Kareithi,,,,,1976.0,,http://books.google.com/books/content?id=TGHRAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,ol_author,The book is about a young boy whose mother has just died. The story is about the struggles of the young family as they adjust to a new life without wife and mother.,,the broken pot | p m kareithi,
Devil's own,P. M. Kareithi,,,,,1977.0,,http://books.google.com/books/content?id=dcAIAQAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,ol_author,,,devil s own | p m kareithi,
Guide to politics in Mbiri,P. M. Kareithi,,,,,1979.0,,http://books.google.com/books/content?id=G76ybN1L8bEC&printsec=frontcover&img=1&zoom=1&source=gbs_api,ol_author,Number 6 includes cumulative main and added entry index for the monographs listed in that year.,,guide to politics in mbiri | p m kareithi,
The maize plant,P. M. Kareithi,,,,,1969.0,,http://books.google.com/books/content?id=PBlXAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,ol_author,,,the maize plant | p m kareithi,
Kenya's Uncertain Democracy,Peter Kagwanja,,,,,2010.0,,http://books.google.com/books/content?id=ZcfdAAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,ol_author,"The plunging of Kenya, until recently a centre of stability and growth in East Africa, into political and economic uncertainty following the general election of December 2007 is regarded as a major cause for global and African concern. It is widely accepted that the elections were deeply flawed, and that there was electoral malfeasance by all the major players. President Kibaki's rapid declaration of victory in the face of a heavily disputed election and his determination to hold on to the levers of state power precipitated a deadly crisis, communal violence and economic decline. A power-sharing deal between Kibaki and Opposition leader, Raila Odinga signed in February seems to be holding, but Kenya ranks among the worlds’ growing number of democracies at-risk. This book takes a new look at the 2007 election, the post-election crisis, the underlying interaction of ethnicity, class and political power; forced displacement, the role of international forces; and the country’s power-sharing arrangement. The study will draw upon the expertise of a variety of leading experts on Kenya, and will be edited by Peter Kagwanja and Roger Southall. The overall project was based on a workshop in Nairobi on 6-7 December 2008. This book was published as a special issue of the Journal of Contemporary African Studies.",,kenya s uncertain democracy | peter kagwanja,
An encumbered regional power?,Peter Kagwanja,,,,,2009.0,,http://books.google.com/books/content?id=aUNDAQAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,ol_author,"The main focus of this paper is the link between South Africa's grand pan-African ambitions, especially in the area of peace, security and governance, and its own capacity to pursue these objectives. Specifically, the paper examines Pretoria's involvement in Africa, and its internal capacity to support its mediation, peacekeeping and strengthening of the abilities of African institutions for peacemaking. Further, it examines the challenges posed by tension between its pan-African and economic interests as well as power rivalry at the continental level, which have greatly limited its ability to play a more assertive role in regional political and economic developments. Since its transition from apartheid to democracy in April 1994, South Africa has been an increasingly important player in peace promotion activities across the continent. Because of its moral power arising from its unique transition from apartheid to democracy, and its military and economic might, South Africa is widely viewed as being in the same league as other global middle-sized powers, and as a regional 'superpower'.",,an encumbered regional power? | peter kagwanja,
Kiraitu Murungi,Peter Kagwanja,,,,,2012.0,,http://books.google.com/books/content?id=tR35EAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,ol_author,"Breaking the Illusions is the story of resolve and grit in the face of seemingly insurmountable challenges. In this tell-all book, the author paints an insider's view of government, exposing the odds that are inexorably ranged against those who challenge the status quo and are perceived to be all-powerful. Hers is the intriguing story of a mistaken tag that at once opens multiple warfronts with shadowy detractors and opens previously unimaginable doors. The author provides a window into statecraft in a way that leaves the reader, researchers, ministers and even serving and aspiring public servants the richer.",,kiraitu murungi | peter kagwanja,
Eye on the nation,Peter Kagwanja,,,,,2014.0,,http://books.google.com/books/content?id=U9m6CAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,ol_author,"This book thematically tackles issues that relate to the perpetual struggle between the forces of control and the forces of mental and intellectual liberation in Africa and Kenya in particular. The book addresses the colonial legacy of poverty creation, as well as the socio-political conditioning of Africans to dislike each other and to be irresponsible and disunited in the face of external threats. Poverty, hatred of other Africans, and excessive dependency on European powers can be traced to the policies adopted by colonial officials. Related to these issues, is post-colonial Kenya's attempts to addresses the political developments, the involvement of different types of media in those developments, Kenya's foreign policy, and the problem of political party transition. Ultimately, there are topical issues that continue to affect Kenya which include the question of coalition politics, the lessons of the 2002 elections, the media and corruption, parliament and foreign policy, and Africa's relations with the United States of America.",,eye on the nation | peter kagwanja,
Paving Africa's silk road,Peter Kagwanja,,,,,2016.0,,,ol_author,,,paving africa s silk road | peter kagwanja,
The African challenge,Philip Ndegwa,,,,,1986.0,,http://books.google.com/books/content?id=iyrUAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,ol_author,,,the african challenge | philip ndegwa,
The common market and development in East Africa,Philip Ndegwa,,,,,1965.0,,https://covers.openlibrary.org/b/id/9635055-L.jpg,ol_author,"This reissue, first published in 1969 brings together structural and analytical studies of seven single African countries, together with two studies of groups of countries which, although politically separate, have in the past had close economic links. These countries are Algeria, Cameroon, Ghana, Ivory Coast, Liberia, Nigeria and the Sudan. The groups are East Africa, comprising Kenya, Uganda and Tanzania; and Central Africa, comprising Rhodesia, Malawi and Zambia.The countries have been chosen to bring out the main contemporary economic issues arising in the efforts of the independent African States to achieve economic growth. The book will be invaluable to students and practicing economists concerned with Africa and the developing economies generally.",,the common market and development in east africa | philip ndegwa,9635055.0
Africa's Development Crisis and Related International Issues,Philip Ndegwa,,,,,1986.0,,https://covers.openlibrary.org/b/id/11694519-L.jpg,ol_author,,,africa s development crisis and related international issues | philip ndegwa,11694519.0
Africa to 2000 and beyond,Philip Ndegwa,,,,,1994.0,,https://covers.openlibrary.org/b/id/3909882-L.jpg,ol_author,,,africa to 2000 and beyond | philip ndegwa,3909882.0
Philip Ndegwa on Africa's development crisis and related international issues,Philip Ndegwa,,,,,1985.0,,,ol_author,,,philip ndegwa on africa s development crisis and related international issues | philip ndegwa,
Report of Symposium on Development Options for Africa in the 1980s and Beyond,Philip Ndegwa,,,,,1983.0,,http://books.google.com/books/content?id=Ly_UAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,ol_author,Of the dialogue / Philip Ndegwa (7 p.). -- Accelerated development in Sub-Saharan Africa : a review / Philip Ndegwa (11 p.). -- Africa in the 1980s : what are the key issues? / Reginald Herbold Green (23 p.). -- Choices for rural and urban development : the case for an employment focus / Ian Livingstone (18 p.). -- Labour utilization and the employment problem in Africa / Leo P Mureithi (12 p.). -- Planning in Ethiopia / Teshome Mulat (16 p.). -- Uganda government measures to rehabilitate and revive the Uganda economy / Erisa O Ochieng (19 p.).,,report of symposium on development options for africa in the 1980s and beyond | philip ndegwa,
Africa's Development Crisis,Philip Ndegwa,,,,,1986.0,,,ol_author,,,africa s development crisis | philip ndegwa,
Management for development,Philip Ndegwa,,,,,1987.0,,http://books.google.com/books/content?id=NAk6AQAAMAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,ol_author,,,management for development | philip ndegwa,
Still Sings the Nightbird,Philo Ikonya,,,,,2013.0,,http://books.google.com/books/content?id=qXM1EQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,ol_author,"Do we live inside the breasts of our mothers? In the mind and hearts of two women, indeed at their breasts a nation lives. The whole universe is in the lives of the people Philo writes about. They hear the song of the nightjar and it has meaning. Inside a mother's chest her daughter hangs like a silent unvenerated Pieta.""Wakabi has eyes inside her breast. She sees from inside there. She knows this story well..."" A country's literature is rooted in its history. But when history is full of hardship can authors create books pregnant with optimism? In Still Sings the Nightbird Philo Ikonya defies the currents of hopelessness to point her readers to a glimmer of light at the end of the tunnel of nightmares. Out of the lonely cry of a nightjar, the rape of Kabi and indeed of Kenya, appears a light beaming into a brighter future.",,still sings the nightbird | philo ikonya,
"Kenya, Will You Marry Me?",Philo Ikonya,,,,,2011.0,,http://books.google.com/books/content?id=nXM1EQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,ol_author,"On my cell-phone the time is 3.00am. I am not holding a religion in my hand to check the hour, just a cell phone to orient me. This is a June morning and it is cold here. I turn in my bed and close my eyes. The map of Kenya appears first vaguely on my mind. It has no in-land features but this shape I see is definitely hers. Burning borders. Red inside. It is not the red of wine or even Christmas. We are not in celebration. Inside burning borders she is a deep reddish brown color; angry red. Coffee red. It is a red which disturbs my mind. [....] The taste of injustice is bitter. It kills the minds and souls of the living. How do we close chapters of the pain of a nation without closure? You are new. I know you. I love you, Kenya. From your earth, your soil, I was created because it is your earth my parents ate. Yet still, I have to ask you if I can step on your soil today. If you can please accept me to walk on you here and there, for this I will always plead. My feet you see, are my heart! They love you. I feel your pain directly from the soil into my heart when I walk on you. And you have been hurt so many times.",,kenya will you marry me? | philo ikonya,
Splintering Silence,Philo Ikonya,,,,,2014.0,,http://books.google.com/books/content?id=r3M1EQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,ol_author,"In Splintering Silence, Philo Ikonya takes us to the source of her strength and power. Her poems rise from a gamut of experiences and thoughts, her philosophy and vision. In this amazing collection, soulful, reflective and introspective the poet searches with us even into her own name. The one she was given by her ancestors and the ones she is called by. She says darkness is visible in light but both are us and therefore we must reach for the 'I' and surprise ourselves hailing ourself: Hello Darkness My Old Friend! This book is a celebration of the resilience of spirit and a constant loving compassion for the love of humanity. Philo Ikonya connects with activism and change in practical ways and liberating thoughts.",,splintering silence | philo ikonya,
Invincible Nubia - adios Lampedusa!,Philo Ikonya,,,,,2015.0,,,ol_author,,,invincible nubia adios lampedusa! | philo ikonya,
Aus dem Gefängnis,Philo Ikonya,,,,,2010.0,,http://books.google.com/books/content?id=COxEHp9hLW4C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,ol_author,"Philo is a Kenyan-born writer and lecturer, currently living in exile in Norway.",,aus dem gefangnis | philo ikonya,
Leading the Night,Philo Ikonya,,,,,2010.0,,https://covers.openlibrary.org/b/id/10243246-L.jpg,ol_author,"Deprived of being heard, people still have a voice. They make it heard in ways that disturb the status quo. This book is an engagement with such voices. Can Deni, Wairi, Yaadi, matatu people, militia people and taxi drivers in Kenya also ask ""Who am I to be brilliant, gorgeous, talented, fabulous?"" as Nelson Mandela did. Why do two men wearing bling bling turn into two snakes dancing in Rika's imagination? The web of corruption is intricate. No-one can lead this night alone. It takes many constellations, each one twinkling in its own radius. Many rays of light dispel darkness. The peoples' good leadership alone can check politicians' terrible ways. Philo Ikonya is the author of two poetry anthologies, This Bread of Peace and Out if Prison.",,leading the night | philo ikonya,10243246.0
The Kenyan boy who became the president of America,Philo Ikonya,,,,,2008.0,,,ol_author,,,the kenyan boy who became the president of america | philo ikonya,
This bread of peace,Philo Ikonya,,,,,2010.0,,http://books.google.com/books/content?id=COxEHp9hLW4C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,ol_author,"Philo is a Kenyan-born writer and lecturer, currently living in exile in Norway.",,this bread of peace | philo ikonya,
Triple heritage,Rasna Warah,,,,,1998.0,,http://books.google.com/books/content?id=J18wAQAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,ol_author,,,triple heritage | rasna warah,
Lords of Impunity,Rasna Warah,,,,,2022.0,,https://covers.openlibrary.org/b/id/14829774-L.jpg,ol_author,"A former UN insider's account of how one of the world's most influential organizations allows the most heinous crimes - from the theft of donor funds to the sexual exploitation of refugees - to take place under its watch without suffering any consequences. Lords of Impunity is an in-depth analysis of recent crises and events that the United Nations failed to tackle adequately, with a special focus on the #MeToo and Black Lives Matter movements. It reveals how white privilege, misogyny and a culture of impunity at the UN create a toxic work environment that even impacts how UN projects and programs are implemented. The book debunks the myth that the United Nations is a club of equals committed to preventing wars and protecting the world's most vulnerable people. It contains a list of recommendations on how the UN can be transformed so that it can live up to its ideals and mandate.",,lords of impunity | rasna warah,14829774.0
War crimes,Rasna Warah,,,,,2014.0,,http://books.google.com/books/content?id=0WQOBAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,ol_author,"In War Crimes Kenyan journalist Rasna Warah exposes how foreign governments and humanitarian agencies conspired to keep Somalia in a permanent state of under-development and conflict and how Somali politicians, warlords, clan-based fiefdoms and terrorists benefited from the ensuing chaos and anarchy. The book is about the many war crimes that have taken place in Somalia in the name of peace, development, religion and reconciliation. It reveals who gained from the spoils of war and who paid the price. War Crimes is an insightful examination of why a failed state colluded in its own destruction and why the international community did little to stop it.",,war crimes | rasna warah,
Red soil and roasted maize,Rasna Warah,,,,,2011.0,,http://books.google.com/books/content?id=7872VHecdigC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,ol_author,"Red Soil and Roasted Maize is a selection of Kenyan writer Rasna Warahs most poignant, introspective and satirical articles, columns and essays that provide snapshots and analyses of events that have shaped Kenyans lives and dreams in the last decade, from the turbulent transition to democracy in 2002 to a flawed election in 2007 that had a deep impact on Kenyas political, economic and social landscape. She candidly deciphers and describes the perils of growing ethnic chauvinism and corruption in an increasingly polarised nation and examines her own life as a writer in one of Africas most diverse and unequal societies.",,red soil and roasted maize | rasna warah,
Unsilenced,Rasna Warah,,,,,2016.0,,https://covers.openlibrary.org/b/id/14848269-L.jpg,ol_author,"In a world experiencing increasing conflicts, terrorism and displacement, many people are wondering what the United Nations the organization established in 1945 to save future generations from the scourge of war should or could have done to prevent these disasters from escalating. UNsilenced shows that, in fact, the UN has remained a bystander in many of these conflicts and that peace-building efforts have not only been undermined by the five permanent members of the UN Security Council, but also by the UNs many agencies and programmes. The book exposes how, under the guise of development, stability and the war on terror, the UN fails to prevent conflicts in many parts of the world, and in some cases, misleads the public about the scale of a problem. The book also reveals the web of lies, cover-ups, corruption and impunity within the United Nations that has allowed wrongdoing to continue unabated. Many of these acts of wrongdoing occur or continue because the UN fails to protect whistleblowers; on the contrary, most UN whistleblowers experience severe retaliation. UNsilenced describes how whistleblowers have been denied justice within the UN system and how the immunity accorded to UN officials and the conflict of interest inherent in the UNs internal justice system allow the perpetrators of criminal or unethical activities to go unpunished. The book is an urgent call for a serious reform of this bureaucratic, arcane and increasingly politicized organization because not doing so constitutes a betrayal of the trust invested in it by the people and countries that depend on it.",,unsilenced | rasna warah,14848269.0
"Missionaries, Mercenaries and Misfits",Rasna Warah,,,,,2008.0,,https://covers.openlibrary.org/b/id/10685855-L.jpg,ol_author,"Missionaries, Mercenaries and Misfits is a book that will make us re-imagine our world and our place in it, and force us to reconsider the value of ""development"" and what it really means to the people of Africa. All the contributors to this anthology approach the notion of development through their own worldviews and experiences: many are convinced that it is time to declare the death of development as an idea, as an ideology, and as an industry. The essays in this book come from various writers, most of whom are either based in East Africa, or are part of its diaspora, or who have worked, often as developmentalists in their own way, within Africa. Consequently, this extremely accessible collection does not attempt the grand sweep, raging aimlessly against the development machine with general complaints that fail to hit their mark. Rather, it is a focused peep into international, regional and local attempts to develop Africa, thereby exposing the reader to a much-needed African perspective on the development industry and why it has failed so miserably in lifting millions of people out of poverty.",,missionaries mercenaries and misfits | rasna warah,10685855.0
Mogadishu Then and Now,Rasna Warah,,,,,2012.0,,https://covers.openlibrary.org/b/id/10685052-L.jpg,ol_author,"Mogadishu was once one of the prettiest and most cosmopolitan cities in Africa. The city has a long history that dates back to the 10th century when Arab and Persian traders began settling there. For centuries, Mogadishu was a traditional centre for Islam and an important hub for trade with communities along the Indian Ocean coastline. However, since the beginning of the civil war in the early 1990s, Somalia's capital city has gained the reputation of being the most dangerous and violent city in the world. Mogadishu Then and Now is an attempt to redeem the city's damaged reputation and restore its lost glory in the public imagination and in the Somali people's collective memory. The book showcases Mogadishu in all its splendour prior to the civil war and contrasts this with the devastation and destruction that has characterised the city for more than two decades. It should be of particular interest to historians, urban planners, architects and and anthropologists.",,mogadishu then and now | rasna warah,10685052.0
Mfalme Chui Mkatili,Rebecca Nandwa,,,,,2001.0,,https://covers.openlibrary.org/b/id/14071820-L.jpg,ol_author,,,mfalme chui mkatili | rebecca nandwa,14071820.0
Naledi,Rebecca Nandwa,,,,,2006.0,,,ol_author,,,naledi | rebecca nandwa,
Mnyama mwenye huruma,Rebecca Nandwa,,,,,2005.0,,http://books.google.com/books/content?id=56yJkgv8QlQC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,ol_author,,,mnyama mwenye huruma | rebecca nandwa,
The sacred seed,Rebeka Njau,,,,,2003.0,,http://books.google.com/books/content?id=3UogAQAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,ol_author,,,the sacred seed | rebeka njau,
Ripples in the pool,Rebeka Njau,,,,,1975.0,,https://covers.openlibrary.org/b/id/14720299-L.jpg,ol_author,,,ripples in the pool | rebeka njau,14720299.0
Kenya women heroes and their mystical power,Rebeka Njau,,,,,1984.0,,,ol_author,,,kenya women heroes and their mystical power | rebeka njau,
Mirrors of my life,Rebeka Njau,,,,,2019.0,,,ol_author,,,mirrors of my life | rebeka njau,
The hypocrite and other stories,Rebeka Njau,,,,,1977.0,,http://books.google.com/books/content?id=yMEIAQAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,ol_author,,,the hypocrite and other stories | rebeka njau,
The scar,Rebeka Njau,,,,,1965.0,,http://books.google.com/books/content?id=nw_XibqNSbAC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,ol_author,,,the scar | rebeka njau,
"Kiswahili : past, present and future horizons",Rocha Chimera,,,,,1997.0,,https://covers.openlibrary.org/b/id/2304853-L.jpg,ol_author,"Kiswahili is the fastest growing African language. The author, Professor of Kiswahili at Egerton University, here describes this growth and examines Kiswahili as an alternative to European languages in East Africa and as an international language for Africa. He covers the controversial theories of the origination and development of Kiswahili, the effects of the use of English as the language of instruction in Kenya and the status of Kiswahili in trade, religion and politics in East and Central Africa, within a continental context. A country analysis of Tanzania, Kenya and Uganda reveals the spread of Kiswahili as a mother tongue and second language; its use in creative writing and music, and its status in language policies. The argument for Kiswahili as the language of Africa is also discussed.",,kiswahili : past present and future horizons | rocha chimera,2304853.0
Dedan Kimathi,Samuel Kahiga,,,,,1990.0,,http://books.google.com/books/content?id=pJSFDAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,ol_author,"This offers an alternative to the colonialistand nationalist explanations of the Mau Mau revolt, examining a widely studied period of Kenyan history from a new perspective.",,dedan kimathi | samuel kahiga,
Paradise farm,Samuel Kahiga,,,,,1993.0,,http://books.google.com/books/content?id=zdPyAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,ol_author,,,paradise farm | samuel kahiga,
When the stars are scattered,Samuel Kahiga,,,,,1979.0,,https://covers.openlibrary.org/b/id/4377948-L.jpg,ol_author,,,when the stars are scattered | samuel kahiga,4377948.0
The girl from abroad,Samuel Kahiga,,,,,1974.0,,https://covers.openlibrary.org/b/id/8441685-L.jpg,ol_author,,,the girl from abroad | samuel kahiga,8441685.0
Lover in the sky,Samuel Kahiga,,,,,1975.0,,http://books.google.com/books/content?id=8H_wS7H0FrsC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,ol_author,,,lover in the sky | samuel kahiga,
Flight to Juba,Samuel Kahiga,,,,,1979.0,,http://books.google.com/books/content?id=otAIAQAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,ol_author,,,flight to juba | samuel kahiga,
A study of Kalenjin linguistics,Taaitta Toweett,,,,,1979.0,,http://books.google.com/books/content?id=ll65AAAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,ol_author,,,a study of kalenjin linguistics | taaitta toweett,
