title,author,theme_name
"Nairobi, a night guide",Tony Adam Mochama,Marriage and relationships
"Nairobi, a night guide",Tony Adam Mochama,Urbanization
Meet the Omtitas,Tony Adam Mochama,Dreams and ambitions
Meet the Omtitas,Tony Adam Mochama,Fate and free will
Meet the Omtitas,Tony Adam Mochama,Poverty
Three days on the cross,Wahome Mutahi,Generosity
Three days on the cross,Wahome Mutahi,Naming and symbolism
Three days on the cross,Wahome Mutahi,Hope and despair
How to be a Kenyan,Wahome Mutahi,Wealth and materialism
How to be a Kenyan,Wahome Mutahi,Cultural heritage
How to be a Kenyan,Wahome Mutahi,Poverty
The jail bugs,Wahome Mutahi,Bad governance
The jail bugs,Wahome Mutahi,Poverty
The jail bugs,Wahome Mutahi,Justice and injustice
The miracle merchant,Wahome Mutahi,Generosity
The miracle merchant,Wahome Mutahi,Indigenous knowledge
The miracle merchant,Wahome Mutahi,Greed
Doomsday,Wahome Mutahi,Justice and injustice
Doomsday,Wahome Mutahi,Hope and despair
Doomsday,Wahome Mutahi,Fate and free will
The house of doom,Wahome Mutahi,Hope and despair
The house of doom,Wahome Mutahi,Justice and injustice
The house of doom,Wahome Mutahi,Wealth and materialism
Whispers & Camisassius,Wahome Mutahi,Religion and spirituality
Whispers & Camisassius,Wahome Mutahi,Silence and voice
Whispers & Camisassius,Wahome Mutahi,Urban vs rural life
Best of whispers,Wahome Mutahi,Silence and voice
Best of whispers,Wahome Mutahi,Urban vs rural life
Best of whispers,Wahome Mutahi,Religion and spirituality
The world of Whispers,Wahome Mutahi,Silence and voice
The world of Whispers,Wahome Mutahi,Religion and spirituality
The world of Whispers,Wahome Mutahi,Indigenous knowledge
Responsible citizenship,Wahome Mutahi,Civic responsibility
Responsible citizenship,Wahome Mutahi,Bad governance
Responsible citizenship,Wahome Mutahi,Poverty
Just wait and see,Wahome Mutahi,Urban vs rural life
Just wait and see,Wahome Mutahi,Parent-child relationships
Just wait and see,Wahome Mutahi,Cultural heritage
Our daily bread,Wahome Mutahi,Community solidarity
Our daily bread,Wahome Mutahi,Cultural heritage
Our daily bread,Wahome Mutahi,Agriculture and food security
"Responsible citizenship, building democracy",Wahome Mutahi,Civic responsibility
"Responsible citizenship, building democracy",Wahome Mutahi,Bad governance
"Responsible citizenship, building democracy",Wahome Mutahi,Environmental conservation
Monitoring state-sponsored violence in Africa,Sally Sealey,Political violence
Monitoring state-sponsored violence in Africa,Sally Sealey,Wealth and materialism
Monitoring state-sponsored violence in Africa,Sally Sealey,Community solidarity
Me Katilili,Wangũi wa Goro,Urban vs rural life
Me Katilili,Wangũi wa Goro,Power of language
Me Katilili,Wangũi wa Goro,Community solidarity
"A Modern History of Kenya, 1885-1980",William Robert Ochiengʼ,Wealth and materialism
"A Modern History of Kenya, 1885-1980",William Robert Ochiengʼ,Greed
"A Modern History of Kenya, 1885-1980",William Robert Ochiengʼ,Environmental conservation
People round the lake,William Robert Ochiengʼ,Laziness
People round the lake,William Robert Ochiengʼ,Resistance and struggle
People round the lake,William Robert Ochiengʼ,Marriage and relationships
Themes in Kenyan History,William Robert Ochiengʼ,Wealth and materialism
Themes in Kenyan History,William Robert Ochiengʼ,Greed
Themes in Kenyan History,William Robert Ochiengʼ,Political violence
The second word,William Robert Ochiengʼ,Storytelling as resistance
The second word,William Robert Ochiengʼ,Political violence
The second word,William Robert Ochiengʼ,Honesty vs dishonesty
A history of the Kadimo chiefdom of Yimbo in western Kenya,William Robert Ochiengʼ,Wealth and materialism
A history of the Kadimo chiefdom of Yimbo in western Kenya,William Robert Ochiengʼ,Bad governance
A history of the Kadimo chiefdom of Yimbo in western Kenya,William Robert Ochiengʼ,Greed
"Decolonization and Independence in Kenya, 1940-93",Bethwell A. Ogot,Oppression
"Decolonization and Independence in Kenya, 1940-93",Bethwell A. Ogot,Ethnic diversity
"Decolonization and Independence in Kenya, 1940-93",Bethwell A. Ogot,Wealth and materialism
People of the south-western highlands,William Robert Ochieng',Indigenous knowledge
People of the south-western highlands,William Robert Ochieng',Ethnic diversity
People of the south-western highlands,William Robert Ochieng',Conflict in families
Kenya,Bethwell A. Ogot,Wealth and materialism
Kenya,Bethwell A. Ogot,Oppression
Kenya,Bethwell A. Ogot,Ethnic diversity
A history of Kenya,William Robert Ochieng',Wealth and materialism
A history of Kenya,William Robert Ochieng',Greed
A history of Kenya,William Robert Ochieng',Ethnic diversity
Individual dreams in Kenyan history,William Robert Ochieng',Dreams and ambitions
Individual dreams in Kenyan history,William Robert Ochieng',Wealth and materialism
Individual dreams in Kenyan history,William Robert Ochieng',Greed
A pre-colonial history of the Gusii of western Kenya from c. A.D. 1500 to 1914,William Robert Ochieng',Ethnic diversity
A pre-colonial history of the Gusii of western Kenya from c. A.D. 1500 to 1914,William Robert Ochieng',Greed
A pre-colonial history of the Gusii of western Kenya from c. A.D. 1500 to 1914,William Robert Ochieng',Wealth and materialism
"The politics of transition from authoritarianism to democracy, 1978-2002",William Robert Ochieng',Bad governance
"The politics of transition from authoritarianism to democracy, 1978-2002",William Robert Ochieng',Political violence
"The politics of transition from authoritarianism to democracy, 1978-2002",William Robert Ochieng',Leadership and betrayal
Historical studies and social change in western Kenya,William Robert Ochieng',Wealth and materialism
Historical studies and social change in western Kenya,William Robert Ochieng',Greed
Historical studies and social change in western Kenya,William Robert Ochieng',Ethnic diversity
The rise of a nationalist cultural state in pre-colonial Kenya,William Robert Ochieng',Wealth and materialism
The rise of a nationalist cultural state in pre-colonial Kenya,William Robert Ochieng',Ethnic diversity
The rise of a nationalist cultural state in pre-colonial Kenya,William Robert Ochieng',Greed
Politics and leadership in Africa,William Robert Ochieng',Political violence
Politics and leadership in Africa,William Robert Ochieng',Leadership and betrayal
Politics and leadership in Africa,William Robert Ochieng',Greed
An outline history of Nyanza up to 1914,William Robert Ochieng',Conflict in families
An outline history of Nyanza up to 1914,William Robert Ochieng',Marriage and relationships
An outline history of Nyanza up to 1914,William Robert Ochieng',Love and heartbreak
An outline history of the Rift Valley of Kenya up to A.D. 1900,William Robert Ochieng',Wealth and materialism
An outline history of the Rift Valley of Kenya up to A.D. 1900,William Robert Ochieng',Ethnic diversity
An outline history of the Rift Valley of Kenya up to A.D. 1900,William Robert Ochieng',Land and displacement
The black man's democracy,William Robert Ochieng',Leadership and betrayal
The black man's democracy,William Robert Ochieng',Political violence
The black man's democracy,William Robert Ochieng',Bad governance
Eastern Kenya and its invaders,William Robert Ochieng',Ethnic diversity
Eastern Kenya and its invaders,William Robert Ochieng',Greed
Eastern Kenya and its invaders,William Robert Ochieng',Wealth and materialism
The first word,William Robert Ochieng',Storytelling as resistance
The first word,William Robert Ochieng',Laziness
The first word,William Robert Ochieng',Indigenous knowledge
Dust,Yvonne Adhiambo Owuor,Wealth and materialism
Dust,Yvonne Adhiambo Owuor,Community solidarity
Dust,Yvonne Adhiambo Owuor,Urbanization
Dragonfly Sea,Yvonne Adhiambo Owuor,Urban vs rural life
Dragonfly Sea,Yvonne Adhiambo Owuor,Love and heartbreak
Dragonfly Sea,Yvonne Adhiambo Owuor,Parent-child relationships
Weight of whispers,Yvonne Adhiambo Owuor,Youth and unemployment
Weight of whispers,Yvonne Adhiambo Owuor,Silence and voice
Weight of whispers,Yvonne Adhiambo Owuor,Love and heartbreak
"Who I am, who we are",Wambui Wamae Kamiru,Civic responsibility
"Who I am, who we are",Wambui Wamae Kamiru,Community solidarity
"Who I am, who we are",Wambui Wamae Kamiru,Gender roles and feminism
Land without thunder,Grace Ogot,Climate and nature
Land without thunder,Grace Ogot,Fate and free will
Land without thunder,Grace Ogot,Indigenous knowledge
Re-membering Africa,Ngũgĩ wa Thiongʼo,Community solidarity
Re-membering Africa,Ngũgĩ wa Thiongʼo,Oppression
Re-membering Africa,Ngũgĩ wa Thiongʼo,Environmental conservation
Kufa kuzikana,Ken Walibora,Bad governance
Kufa kuzikana,Ken Walibora,Conflict in families
Kufa kuzikana,Ken Walibora,Loneliness and isolation
To stir the heart,Bessie Head,Trauma and healing
To stir the heart,Bessie Head,Conflict in families
To stir the heart,Bessie Head,Indigenous knowledge
The Promised Land,Grace Ogot,Indigenous knowledge
The Promised Land,Grace Ogot,Greed
The Promised Land,Grace Ogot,Religion and spirituality
A call at midnight,Grace Ogot,Justice and injustice
A call at midnight,Grace Ogot,Youth and unemployment
A call at midnight,Grace Ogot,Silence and voice
The other woman,Grace Ogot,Morality and ethics
The other woman,Grace Ogot,Gender roles and feminism
The other woman,Grace Ogot,Marriage and relationships
Betrayal in the city,F. D. Imbuga,Urbanization
Betrayal in the city,F. D. Imbuga,Leadership and betrayal
Betrayal in the city,F. D. Imbuga,Corruption and governance
The Green Cross Of Kafira,Francis Imbuga,Indigenous knowledge
The Green Cross Of Kafira,Francis Imbuga,Naming and symbolism
The Green Cross Of Kafira,Francis Imbuga,Ethnic diversity
Tracking the Scent of my Mother,Muthoni Garland,Naming and symbolism
Tracking the Scent of my Mother,Muthoni Garland,Parent-child relationships
Tracking the Scent of my Mother,Muthoni Garland,Traditional beliefs
Odour of Fate,Muthoni Garland,Naming and symbolism
Odour of Fate,Muthoni Garland,Justice and injustice
Odour of Fate,Muthoni Garland,Trauma and healing
Helicopter Beetles,Muthoni Garland,Good vs evil
Helicopter Beetles,Muthoni Garland,Parent-child relationships
Helicopter Beetles,Muthoni Garland,Morality and ethics
