title,author,publisher,isbn10,isbn13,language,pubdate,ol_work_key,image_url,source,description,key_isbn,key_ta,cover_i,title_norm,author_norm,year,_year_bucket,_text,item_id,themes
The Kenyan boy who became the president of America,Philo Ikonya,,,,,,,,ol_author,,,the kenyan boy who became the president of america | philo ikonya,,the kenyan boy who became the president of america,philo ikonya,,,"The Kenyan boy who became the president of America 
Philo Ikonya 
",424,"['Parent-child relationships', 'Bad governance', 'Greed']"
This bread of peace,Philo Ikonya,,,,,,,http://books.google.com/books/content?id=COxEHp9hLW4C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,ol_author,"Philo is a Kenyan-born writer and lecturer, currently living in exile in Norway.",,this bread of peace | philo ikonya,,this bread of peace,philo ikonya,,,"This bread of peace 
Philo Ikonya 
",425,"['Justice and injustice', 'Religion and spirituality', 'Wealth and materialism']"
Triple heritage,Rasna Warah,,,,,,,http://books.google.com/books/content?id=J18wAQAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,ol_author,,,triple heritage | rasna warah,,triple heritage,rasna warah,,,"Triple heritage 
Rasna Warah 
",426,"['Cultural heritage', 'Wealth and materialism', 'Fate and free will']"
Lords of Impunity,Rasna Warah,,,,,,,https://covers.openlibrary.org/b/id/14829774-L.jpg,ol_author,"A former UN insider's account of how one of the world's most influential organizations allows the most heinous crimes - from the theft of donor funds to the sexual exploitation of refugees - to take place under its watch without suffering any consequences. Lords of Impunity is an in-depth analysis of recent crises and events that the United Nations failed to tackle adequately, with a special focus on the #MeToo and Black Lives Matter movements. It reveals how white privilege, misogyny and a culture of impunity at the UN create a toxic work environment that even impacts how UN projects and programs are implemented. The book debunks the myth that the United Nations is a club of equals committed to preventing wars and protecting the world's most vulnerable people. It contains a list of recommendations on how the UN can be transformed so that it can live up to its ideals and mandate.",,lords of impunity | rasna warah,14829774.0,lords of impunity,rasna warah,,,"Lords of Impunity 
Rasna Warah 
",427,"['Gender roles and feminism', 'Bad governance', 'Poverty']"
War crimes,Rasna Warah,,,,,,,http://books.google.com/books/content?id=0WQOBAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,ol_author,"In War Crimes Kenyan journalist Rasna Warah exposes how foreign governments and humanitarian agencies conspired to keep Somalia in a permanent state of under-development and conflict and how Somali politicians, warlords, clan-based fiefdoms and terrorists benefited from the ensuing chaos and anarchy. The book is about the many war crimes that have taken place in Somalia in the name of peace, development, religion and reconciliation. It reveals who gained from the spoils of war and who paid the price. War Crimes is an insightful examination of why a failed state colluded in its own destruction and why the international community did little to stop it.",,war crimes | rasna warah,,war crimes,rasna warah,,,"War crimes 
Rasna Warah 
",428,"['Political violence', 'Justice and injustice', 'Morality and ethics']"
Red soil and roasted maize,Rasna Warah,,,,,,,http://books.google.com/books/content?id=7872VHecdigC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,ol_author,"Red Soil and Roasted Maize is a selection of Kenyan writer Rasna Warahs most poignant, introspective and satirical articles, columns and essays that provide snapshots and analyses of events that have shaped Kenyans lives and dreams in the last decade, from the turbulent transition to democracy in 2002 to a flawed election in 2007 that had a deep impact on Kenyas political, economic and social landscape. She candidly deciphers and describes the perils of growing ethnic chauvinism and corruption in an increasingly polarised nation and examines her own life as a writer in one of Africas most diverse and unequal societies.",,red soil and roasted maize | rasna warah,,red soil and roasted maize,rasna warah,,,"Red soil and roasted maize 
Rasna Warah 
",429,"['Agriculture and food security', 'Resource exploitation', 'Indigenous knowledge']"
Unsilenced,Rasna Warah,,,,,,,https://covers.openlibrary.org/b/id/14848269-L.jpg,ol_author,"In a world experiencing increasing conflicts, terrorism and displacement, many people are wondering what the United Nations the organization established in 1945 to save future generations from the scourge of war should or could have done to prevent these disasters from escalating. UNsilenced shows that, in fact, the UN has remained a bystander in many of these conflicts and that peace-building efforts have not only been undermined by the five permanent members of the UN Security Council, but also by the UNs many agencies and programmes. The book exposes how, under the guise of development, stability and the war on terror, the UN fails to prevent conflicts in many parts of the world, and in some cases, misleads the public about the scale of a problem. The book also reveals the web of lies, cover-ups, corruption and impunity within the United Nations that has allowed wrongdoing to continue unabated. Many of these acts of wrongdoing occur or continue because the UN fails to protect whistleblowers; on the contrary, most UN whistleblowers experience severe retaliation. UNsilenced describes how whistleblowers have been denied justice within the UN system and how the immunity accorded to UN officials and the conflict of interest inherent in the UNs internal justice system allow the perpetrators of criminal or unethical activities to go unpunished. The book is an urgent call for a serious reform of this bureaucratic, arcane and increasingly politicized organization because not doing so constitutes a betrayal of the trust invested in it by the people and countries that depend on it.",,unsilenced | rasna warah,14848269.0,unsilenced,rasna warah,,,"Unsilenced 
Rasna Warah 
",430,"['Wealth and materialism', 'Bad governance', 'Gender roles and feminism']"
"Missionaries, Mercenaries and Misfits",Rasna Warah,,,,,,,https://covers.openlibrary.org/b/id/10685855-L.jpg,ol_author,"Missionaries, Mercenaries and Misfits is a book that will make us re-imagine our world and our place in it, and force us to reconsider the value of ""development"" and what it really means to the people of Africa. All the contributors to this anthology approach the notion of development through their own worldviews and experiences: many are convinced that it is time to declare the death of development as an idea, as an ideology, and as an industry. The essays in this book come from various writers, most of whom are either based in East Africa, or are part of its diaspora, or who have worked, often as developmentalists in their own way, within Africa. Consequently, this extremely accessible collection does not attempt the grand sweep, raging aimlessly against the development machine with general complaints that fail to hit their mark. Rather, it is a focused peep into international, regional and local attempts to develop Africa, thereby exposing the reader to a much-needed African perspective on the development industry and why it has failed so miserably in lifting millions of people out of poverty.",,missionaries mercenaries and misfits | rasna warah,10685855.0,missionaries mercenaries and misfits,rasna warah,,,"Missionaries, Mercenaries and Misfits 
Rasna Warah 
",431,"['Wealth and materialism', 'Poverty', 'Gender roles and feminism']"
Mogadishu Then and Now,Rasna Warah,,,,,,,https://covers.openlibrary.org/b/id/10685052-L.jpg,ol_author,"Mogadishu was once one of the prettiest and most cosmopolitan cities in Africa. The city has a long history that dates back to the 10th century when Arab and Persian traders began settling there. For centuries, Mogadishu was a traditional centre for Islam and an important hub for trade with communities along the Indian Ocean coastline. However, since the beginning of the civil war in the early 1990s, Somalia's capital city has gained the reputation of being the most dangerous and violent city in the world. Mogadishu Then and Now is an attempt to redeem the city's damaged reputation and restore its lost glory in the public imagination and in the Somali people's collective memory. The book showcases Mogadishu in all its splendour prior to the civil war and contrasts this with the devastation and destruction that has characterised the city for more than two decades. It should be of particular interest to historians, urban planners, architects and and anthropologists.",,mogadishu then and now | rasna warah,10685052.0,mogadishu then and now,rasna warah,,,"Mogadishu Then and Now 
Rasna Warah 
",432,"['Wealth and materialism', 'Urban vs rural life', 'Fate and free will']"
Mfalme Chui Mkatili,Rebecca Nandwa,,,,,,,https://covers.openlibrary.org/b/id/14071820-L.jpg,ol_author,,,mfalme chui mkatili | rebecca nandwa,14071820.0,mfalme chui mkatili,rebecca nandwa,,,"Mfalme Chui Mkatili 
Rebecca Nandwa 
",433,"['Wealth and materialism', 'Religion and spirituality', 'Urban vs rural life']"
Naledi,Rebecca Nandwa,,,,,,,,ol_author,,,naledi | rebecca nandwa,,naledi,rebecca nandwa,,,"Naledi 
Rebecca Nandwa 
",434,"['Wealth and materialism', 'Marriage and relationships', 'Religion and spirituality']"
Mnyama mwenye huruma,Rebecca Nandwa,,,,,,,http://books.google.com/books/content?id=56yJkgv8QlQC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,ol_author,,,mnyama mwenye huruma | rebecca nandwa,,mnyama mwenye huruma,rebecca nandwa,,,"Mnyama mwenye huruma 
Rebecca Nandwa 
",435,"['Wealth and materialism', 'Gender roles and feminism', 'Bad governance']"
The sacred seed,Rebeka Njau,,,,,,,http://books.google.com/books/content?id=3UogAQAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,ol_author,,,the sacred seed | rebeka njau,,the sacred seed,rebeka njau,,,"The sacred seed 
Rebeka Njau 
",436,"['Indigenous knowledge', 'Religion and spirituality', 'Traditional beliefs']"
Ripples in the pool,Rebeka Njau,,,,,,,https://covers.openlibrary.org/b/id/14720299-L.jpg,ol_author,,,ripples in the pool | rebeka njau,14720299.0,ripples in the pool,rebeka njau,,,"Ripples in the pool 
Rebeka Njau 
",437,"['Laziness', 'Climate and nature', 'Environmental conservation']"
Kenya women heroes and their mystical power,Rebeka Njau,,,,,,,,ol_author,,,kenya women heroes and their mystical power | rebeka njau,,kenya women heroes and their mystical power,rebeka njau,,,"Kenya women heroes and their mystical power 
Rebeka Njau 
",438,"['Wealth and materialism', 'Gender roles and feminism', 'Generosity']"
Mirrors of my life,Rebeka Njau,,,,,,,,ol_author,,,mirrors of my life | rebeka njau,,mirrors of my life,rebeka njau,,,"Mirrors of my life 
Rebeka Njau 
",439,"['Dreams and ambitions', 'Youth and unemployment', 'Fate and free will']"
The hypocrite and other stories,Rebeka Njau,,,,,,,http://books.google.com/books/content?id=yMEIAQAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,ol_author,,,the hypocrite and other stories | rebeka njau,,the hypocrite and other stories,rebeka njau,,,"The hypocrite and other stories 
Rebeka Njau 
",440,"['Morality and ethics', 'Selfishness', 'Honesty vs dishonesty']"
The scar,Rebeka Njau,,,,,,,http://books.google.com/books/content?id=nw_XibqNSbAC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,ol_author,,,the scar | rebeka njau,,the scar,rebeka njau,,,"The scar 
Rebeka Njau 
",441,"['Trauma and healing', 'Naming and symbolism', 'Love and heartbreak']"
Dedan Kimathi,Samuel Kahiga,,,,,,,http://books.google.com/books/content?id=pJSFDAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,ol_author,"This offers an alternative to the colonialistand nationalist explanations of the Mau Mau revolt, examining a widely studied period of Kenyan history from a new perspective.",,dedan kimathi | samuel kahiga,,dedan kimathi,samuel kahiga,,,"Dedan Kimathi 
Samuel Kahiga 
",442,"['Bad governance', 'Silence and voice', 'Wealth and materialism']"
Paradise farm,Samuel Kahiga,,,,,,,http://books.google.com/books/content?id=zdPyAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,ol_author,,,paradise farm | samuel kahiga,,paradise farm,samuel kahiga,,,"Paradise farm 
Samuel Kahiga 
",443,"['Agriculture and food security', 'Religion and spirituality', 'Generosity']"
When the stars are scattered,Samuel Kahiga,,,,,,,https://covers.openlibrary.org/b/id/4377948-L.jpg,ol_author,,,when the stars are scattered | samuel kahiga,4377948.0,when the stars are scattered,samuel kahiga,,,"When the stars are scattered 
Samuel Kahiga 
",444,"['Religion and spirituality', 'Wealth and materialism', 'Hope and despair']"
The girl from abroad,Samuel Kahiga,,,,,,,https://covers.openlibrary.org/b/id/8441685-L.jpg,ol_author,,,the girl from abroad | samuel kahiga,8441685.0,the girl from abroad,samuel kahiga,,,"The girl from abroad 
Samuel Kahiga 
",445,"['Wealth and materialism', 'Parent-child relationships', 'Migration and diaspora']"
Lover in the sky,Samuel Kahiga,,,,,,,http://books.google.com/books/content?id=8H_wS7H0FrsC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,ol_author,,,lover in the sky | samuel kahiga,,lover in the sky,samuel kahiga,,,"Lover in the sky 
Samuel Kahiga 
",446,"['Religion and spirituality', 'Marriage and relationships', 'Silence and voice']"
Flight to Juba,Samuel Kahiga,,,,,,,http://books.google.com/books/content?id=otAIAQAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,ol_author,,,flight to juba | samuel kahiga,,flight to juba,samuel kahiga,,,"Flight to Juba 
Samuel Kahiga 
",447,"['Migration and diaspora', 'Agriculture and food security', 'Religion and spirituality']"
A study of Kalenjin linguistics,Taaitta Toweett,,,,,,,http://books.google.com/books/content?id=ll65AAAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,ol_author,,,a study of kalenjin linguistics | taaitta toweett,,a study of kalenjin linguistics,taaitta toweett,,,"A study of Kalenjin linguistics 
Taaitta Toweett 
",448,"['Indigenous knowledge', 'Power of language', 'Urban vs rural life']"
Oral (traditional) history of the Kipsigis,Taaitta Toweett,,,,,,,,ol_author,,,oral (traditional) history of the kipsigis | taaitta toweett,,oral traditional history of the kipsigis,taaitta toweett,,,"Oral (traditional) history of the Kipsigis 
Taaitta Toweett 
",449,"['Indigenous knowledge', 'Conflict in families', 'Wealth and materialism']"
Tears over a dead cow and other stories,Taaitta Toweett,,,,,,,http://books.google.com/books/content?id=y69HAAAAYAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,ol_author,,,tears over a dead cow and other stories | taaitta toweett,,tears over a dead cow and other stories,taaitta toweett,,,"Tears over a dead cow and other stories 
Taaitta Toweett 
",450,"['Folklore and oral traditions', 'Indigenous knowledge', 'Trauma and healing']"
An African's year in England,Taaitta Toweett,,,,,,,http://books.google.com/books/content?id=MM8_AAAAYAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,ol_author,,,an african s year in england | taaitta toweett,,an african s year in england,taaitta toweett,,,"An African's year in England 
Taaitta Toweett 
",451,"['Generosity', 'Oppression', 'Ethnic diversity']"
English-Swahili-Kalenjin,Taaitta Toweett,,,,,,,http://books.google.com/books/content?id=yX8OAAAAYAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,ol_author,,,english swahili kalenjin | taaitta toweett,,english swahili kalenjin,taaitta toweett,,,"English-Swahili-Kalenjin 
Taaitta Toweett 
",452,"['Power of language', 'Urban vs rural life', 'Trauma and healing']"
Epitaph on colonialism and shorter poems,Taaitta Toweett,,,,,,,http://books.google.com/books/content?id=4MIIAQAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,ol_author,,,epitaph on colonialism and shorter poems | taaitta toweett,,epitaph on colonialism and shorter poems,taaitta toweett,,,"Epitaph on colonialism and shorter poems 
Taaitta Toweett 
",453,"['Wealth and materialism', 'Indigenous knowledge', 'Migration and diaspora']"
Tears over a dead cow,Taaitta Toweett,,,,,,,http://books.google.com/books/content?id=y69HAAAAYAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,ol_author,,,tears over a dead cow | taaitta toweett,,tears over a dead cow,taaitta toweett,,,"Tears over a dead cow 
Taaitta Toweett 
",454,"['Trauma and healing', 'Hope and despair', 'Folklore and oral traditions']"
Unsung heroes of Lancaster,Taaitta Toweett,,,,,,,,ol_author,,,unsung heroes of lancaster | taaitta toweett,,unsung heroes of lancaster,taaitta toweett,,,"Unsung heroes of Lancaster 
Taaitta Toweett 
",455,"['Folklore and oral traditions', 'Generosity', 'Trauma and healing']"
Twilight woman,Thomas Akare,,,,,,,http://books.google.com/books/content?id=pBHdxNpLoVcC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,ol_author,,,twilight woman | thomas akare,,twilight woman,thomas akare,,,"Twilight woman 
Thomas Akare 
",456,"['Education and opportunity', 'Fate and free will', 'Morality and ethics']"
The slums,Thomas Akare,,,,,,,https://covers.openlibrary.org/b/id/4334843-L.jpg,ol_author,"Takes readers to the centre of the slums, offering a hard, realistic and unsentimental picture of life in poverty.",,the slums | thomas akare,4334843.0,the slums,thomas akare,,,"The slums 
Thomas Akare 
",457,"['Greed', 'Education and opportunity', 'Indigenous knowledge']"
The road to Eldoret and other stories,Tony Mochama,,,,,,,http://books.google.com/books/content?id=v36YDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,ol_author,"Studies on the aesthetic representations of atrocity the world over have taken different discursive dimensions from history, sociology, political to human rights. These perspectives are usually geared towards understanding the manifestations, extent, political and economic implications of atrocities. In all these cases, representation has been the singular concern. Cultural Archives of Atrocity: Essays on the Protest Tradition in Kenyan Literature, Culture and Society brings together generic ways of interrogating artistic representations of atrocity in Kenya. Couched on interdisciplinary, multidisciplinary and cross-disciplinary approaches, essays in this volume investigate representations of Atrocity in Kenyan Literature, Film, Popular Music and other mediated cultural art forms. Contributors to this volume not only bring on board multiple and competing perspectives on studying atrocity and how they are archived but provide refreshing and valuable insights in examining the artistic and cultural interpellations of atrocity within the socio-political imaginaries of the Kenyan nation. This volume forms part of the growing critical resources for scholars undertaking studies on atrocity within the fields of ethnic studies, cultural studies, postcolonial studies, peace and conflict, criminology, psychology, political economy and history in Kenya.",,the road to eldoret and other stories | tony mochama,,the road to eldoret and other stories,tony mochama,,,"The road to Eldoret and other stories 
Tony Mochama 
",458,"['Dreams and ambitions', 'Folklore and oral traditions', 'Urbanization']"
Princess Adhis and the naija coca broda,Tony Mochama,,,,,,,,ol_author,A novel.,,princess adhis and the naija coca broda | tony mochama,,princess adhis and the naija coca broda,tony mochama,,,"Princess Adhis and the naija coca broda 
Tony Mochama 
",459,"['Bad governance', 'Parent-child relationships', 'Indigenous knowledge']"
What if I am a literary gangsta?,Tony Adam Mochama,,,,,,,http://books.google.com/books/content?id=OUAgAQAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,ol_author,,,what if i am a literary gangsta? | tony adam mochama,,what if i am a literary gangsta,tony adam mochama,,,"What if I am a literary gangsta? 
Tony Adam Mochama 
",460,"['Dreams and ambitions', 'Poverty', 'Identity crisis']"
"Nairobi, a night guide",Tony Adam Mochama,,,,,,,http://books.google.com/books/content?id=4P5cDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,ol_author,"The book offers an overview of Eastern African writing in English since the mid-twentieth century. It shows how proximate modes of literary communication, arising out of residual but vibrant traditions of oral communication, blend with contemporary media to produce hybrid genres of proximity specific to Eastern African literary production.",,nairobi a night guide | tony adam mochama,,nairobi a night guide,tony adam mochama,,,"Nairobi, a night guide 
Tony Adam Mochama 
",461,"['Wealth and materialism', 'Marriage and relationships', 'Urbanization']"
Meet the Omtitas,Tony Adam Mochama,,,,,,,https://covers.openlibrary.org/b/id/11295355-L.jpg,ol_author,,,meet the omtitas | tony adam mochama,11295355.0,meet the omtitas,tony adam mochama,,,"Meet the Omtitas 
Tony Adam Mochama 
",462,"['Dreams and ambitions', 'Fate and free will', 'Poverty']"
Three days on the cross,Wahome Mutahi,,,,,,,https://covers.openlibrary.org/b/id/2304804-L.jpg,ol_author,"The author, a well-known Kenyan journalist, and a former detainee, sets his novel in an un-named African country ruled by the Illustrious One - a paranoiac despot. When he demands a crackdown on dissidents, the director of the special police must please him with arrests and detentions. Two of the suspects, a bank employee and a newspaper reporter, are denounced to the authorities, and detained. What follows is a story of Kafkaesque horror, following the men through the dungeons and torture chambers hidden in the capital of a nation masquerading as civil society. The novel enjoyed instant bestseller success in Kenya.",,three days on the cross | wahome mutahi,2304804.0,three days on the cross,wahome mutahi,,,"Three days on the cross 
Wahome Mutahi 
",463,"['Generosity', 'Naming and symbolism', 'Hope and despair']"
How to be a Kenyan,Wahome Mutahi,,,,,,,https://covers.openlibrary.org/b/id/2304807-L.jpg,ol_author,"Peter Enahoro wrote a famously funny book, The Complete Nigerian, and the follow-up How to be a Nigerian. In similar mode, a Kenyan writer has produced a series of hilarious essays about what it means to be a Kenyan. Described as painfully true and outrageously witty, the book is a light-hearted illustration of the particularities of thought, manners and attitude of Kenyan people.",,how to be a kenyan | wahome mutahi,2304807.0,how to be a kenyan,wahome mutahi,,,"How to be a Kenyan 
Wahome Mutahi 
",464,"['Wealth and materialism', 'Cultural heritage', 'Poverty']"
The jail bugs,Wahome Mutahi,,,,,,,http://books.google.com/books/content?id=v36YDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,ol_author,"Studies on the aesthetic representations of atrocity the world over have taken different discursive dimensions from history, sociology, political to human rights. These perspectives are usually geared towards understanding the manifestations, extent, political and economic implications of atrocities. In all these cases, representation has been the singular concern. Cultural Archives of Atrocity: Essays on the Protest Tradition in Kenyan Literature, Culture and Society brings together generic ways of interrogating artistic representations of atrocity in Kenya. Couched on interdisciplinary, multidisciplinary and cross-disciplinary approaches, essays in this volume investigate representations of Atrocity in Kenyan Literature, Film, Popular Music and other mediated cultural art forms. Contributors to this volume not only bring on board multiple and competing perspectives on studying atrocity and how they are archived but provide refreshing and valuable insights in examining the artistic and cultural interpellations of atrocity within the socio-political imaginaries of the Kenyan nation. This volume forms part of the growing critical resources for scholars undertaking studies on atrocity within the fields of ethnic studies, cultural studies, postcolonial studies, peace and conflict, criminology, psychology, political economy and history in Kenya.",,the jail bugs | wahome mutahi,,the jail bugs,wahome mutahi,,,"The jail bugs 
Wahome Mutahi 
",465,"['Bad governance', 'Poverty', 'Justice and injustice']"
The miracle merchant,Wahome Mutahi,,,,,,,https://covers.openlibrary.org/b/id/13276464-L.jpg,ol_author,,,the miracle merchant | wahome mutahi,13276464.0,the miracle merchant,wahome mutahi,,,"The miracle merchant 
Wahome Mutahi 
",466,"['Generosity', 'Indigenous knowledge', 'Greed']"
Doomsday,Wahome Mutahi,,,,,,,http://books.google.com/books/content?id=B0IgAQAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,ol_author,,,doomsday | wahome mutahi,,doomsday,wahome mutahi,,,"Doomsday 
Wahome Mutahi 
",467,"['Justice and injustice', 'Hope and despair', 'Fate and free will']"
The house of doom,Wahome Mutahi,,,,,,,https://covers.openlibrary.org/b/id/4253455-L.jpg,ol_author,,,the house of doom | wahome mutahi,4253455.0,the house of doom,wahome mutahi,,,"The house of doom 
Wahome Mutahi 
",468,"['Hope and despair', 'Justice and injustice', 'Wealth and materialism']"
Whispers & Camisassius,Wahome Mutahi,,,,,,,http://books.google.com/books/content?id=wJFlAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,ol_author,,,whispers & camisassius | wahome mutahi,,whispers camisassius,wahome mutahi,,,"Whispers & Camisassius 
Wahome Mutahi 
",469,"['Religion and spirituality', 'Silence and voice', 'Urban vs rural life']"
Best of whispers,Wahome Mutahi,,,,,,,,ol_author,,,best of whispers | wahome mutahi,,best of whispers,wahome mutahi,,,"Best of whispers 
Wahome Mutahi 
",470,"['Silence and voice', 'Urban vs rural life', 'Religion and spirituality']"
The world of Whispers,Wahome Mutahi,,,,,,,http://books.google.com/books/content?id=dHobAAAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,ol_author,,,the world of whispers | wahome mutahi,,the world of whispers,wahome mutahi,,,"The world of Whispers 
Wahome Mutahi 
",471,"['Silence and voice', 'Religion and spirituality', 'Indigenous knowledge']"
Responsible citizenship,Wahome Mutahi,,,,,,,http://books.google.com/books/content?id=4R2HAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,ol_author,,,responsible citizenship | wahome mutahi,,responsible citizenship,wahome mutahi,,,"Responsible citizenship 
Wahome Mutahi 
",472,"['Civic responsibility', 'Bad governance', 'Poverty']"
Just wait and see,Wahome Mutahi,,,,,,,https://covers.openlibrary.org/b/id/4317253-L.jpg,ol_author,,,just wait and see | wahome mutahi,4317253.0,just wait and see,wahome mutahi,,,"Just wait and see 
Wahome Mutahi 
",473,"['Urban vs rural life', 'Parent-child relationships', 'Cultural heritage']"
Our daily bread,Wahome Mutahi,,,,,,,http://books.google.com/books/content?id=4R2HAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,ol_author,,,our daily bread | wahome mutahi,,our daily bread,wahome mutahi,,,"Our daily bread 
Wahome Mutahi 
",474,"['Community solidarity', 'Cultural heritage', 'Agriculture and food security']"
"Responsible citizenship, building democracy",Wahome Mutahi,,,,,,,http://books.google.com/books/content?id=4R2HAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,ol_author,,,responsible citizenship building democracy | wahome mutahi,,responsible citizenship building democracy,wahome mutahi,,,"Responsible citizenship, building democracy 
Wahome Mutahi 
",475,"['Civic responsibility', 'Bad governance', 'Environmental conservation']"
Monitoring state-sponsored violence in Africa,Sally Sealey,,,,,,,http://books.google.com/books/content?id=mbWcAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,ol_author,,,monitoring state sponsored violence in africa | sally sealey,,monitoring state sponsored violence in africa,sally sealey,,,"Monitoring state-sponsored violence in Africa 
Sally Sealey 
",476,"['Political violence', 'Wealth and materialism', 'Community solidarity']"
Me Katilili,Wangũi wa Goro,,,,,,,http://books.google.com/books/content?id=HLvpUTniGHkC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,ol_author,">Feared and persecuted by the British, Me Katilili led the powerful 1912-1914 Giriama Resistance Movement against British Colonial rule in Kenya. She organized and led the struggle of peasants for control over land, their basic resource. Me Katilili became one of the most important anti-colonial leaders active in Kenya and came to symbolize the progressive role of women in the anti-imperialist struggle.

- publisher",,me katilili | wangui wa goro,,me katilili,wangui wa goro,,,"Me Katilili 
Wangũi wa Goro 
",477,"['Urban vs rural life', 'Power of language', 'Community solidarity']"
"A Modern History of Kenya, 1885-1980",William Robert Ochiengʼ,,,,,,,https://covers.openlibrary.org/b/id/13288125-L.jpg,ol_author,,,a modern history of kenya 1885 1980 | william robert ochieng,13288125.0,a modern history of kenya 1885 1980,william robert ochieng,,,"A Modern History of Kenya, 1885-1980 
William Robert Ochiengʼ 
",478,"['Wealth and materialism', 'Greed', 'Environmental conservation']"
People round the lake,William Robert Ochiengʼ,,,,,,,,ol_author,,,people round the lake | william robert ochieng,,people round the lake,william robert ochieng,,,"People round the lake 
William Robert Ochiengʼ 
",479,"['Laziness', 'Resistance and struggle', 'Marriage and relationships']"
Themes in Kenyan History,William Robert Ochiengʼ,,,,,,,https://covers.openlibrary.org/b/id/4774759-L.jpg,ol_author,,,themes in kenyan history | william robert ochieng,4774759.0,themes in kenyan history,william robert ochieng,,,"Themes in Kenyan History 
William Robert Ochiengʼ 
",480,"['Wealth and materialism', 'Greed', 'Political violence']"
The second word,William Robert Ochiengʼ,,,,,,,,ol_author,,,the second word | william robert ochieng,,the second word,william robert ochieng,,,"The second word 
William Robert Ochiengʼ 
",481,"['Storytelling as resistance', 'Political violence', 'Honesty vs dishonesty']"
A history of the Kadimo chiefdom of Yimbo in western Kenya,William Robert Ochiengʼ,,,,,,,http://books.google.com/books/content?id=Zt4JAQAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,ol_author,,,a history of the kadimo chiefdom of yimbo in western kenya | william robert ochieng,,a history of the kadimo chiefdom of yimbo in western kenya,william robert ochieng,,,"A history of the Kadimo chiefdom of Yimbo in western Kenya 
William Robert Ochiengʼ 
",482,"['Wealth and materialism', 'Bad governance', 'Greed']"
"Decolonization and Independence in Kenya, 1940-93",Bethwell A. Ogot,,,,,,,http://books.google.com/books/content?id=AmFVjigwkxwC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,ol_author,"This is a sharply observed assessment of the history of the last half century by a distinguished group of historians of Kenya. At the same time the book is a courageous reflection in the dilemmas of African nationhood. Professor B. A. Ogot says: ""The main purpose of the book is to show that decolonization does not only mean the transfer of alien power to sovereign nationhood; it must also entail the liberation of the worlds of spirit and culture, as well as economics and politics. ""The book also raises a more fundamental question, that is: How much independence is available to any state, national economy or culture in today's world? It asks how far are Africa's miseries linked to the colonial past and to the process of decolonization? ""In particular the book raises the basic question of how far Kenya is avoidably neo-colonial? And what does neo-colonial dependence mean? The book answers these questions by discussing the dynamic between the politics of decolonization, the social history of class formation and the economics of dependence. The book ends with a provocative epilogue discussing the transformation of the post-colonial state from a single-party to a multi-party system.""",,decolonization and independence in kenya 1940 93 | bethwell a ogot,,decolonization and independence in kenya 1940 93,bethwell a ogot,,,"Decolonization and Independence in Kenya, 1940-93 
Bethwell A. Ogot 
",483,"['Oppression', 'Ethnic diversity', 'Wealth and materialism']"
People of the south-western highlands,William Robert Ochieng',,,,,,,,ol_author,,,people of the south western highlands | william robert ochieng,,people of the south western highlands,william robert ochieng,,,"People of the south-western highlands 
William Robert Ochieng' 
",484,"['Indigenous knowledge', 'Ethnic diversity', 'Conflict in families']"
